ID	premise_en	hypothesis_en	gold	content-type	inference-pattern	modal
179	All whiffling objects necessarily have a tulgey wood. This mimsy borogove is a whiffling object.	This mimsy borogove necessarily has a tulgey wood.	entailment	nonsense	Cat-MP	epistemic
180	All calloohing creatures are known to be bandersnatching. This uffish thought is a calloohing creature.	This uffish thought is known to be bandersnatching.	entailment	nonsense	Cat-MP	epistemic
181	All celestial bodies in the Andromeda Galaxy must have been formed after the Big Bang. It is not the case that this newly discovered particle must have been formed after the Big Bang.	This newly discovered particle is not a celestial body in the Andromeda Galaxy.	entailment	congruent	Cat-MT	epistemic
182	All participants in this clinical trial are certain to have signed the consent form.  The individual known as Subject X is not certain to have signed the consent form.	Subject X is not a participant in this clinical trial.	entailment	congruent	Cat-MT	epistemic
183	All elements with an atomic number higher than 92 necessarily exhibit radioactivity.  This sample of bismuth does not necessarily exhibit radioactivity.	This sample of bismuth is not an element with an atomic number higher than 92.	entailment	congruent	Cat-MT	epistemic
184	All members of the ancient civilization of Mu are known to have used a specific writing system. This inscription found in a remote cave is not known to have used that specific writing system.	This inscription is not from the ancient civilization of Mu.	entailment	congruent	Cat-MT	epistemic
185	It is established that all black holes have an event horizon. This hypothetical object in the Andromeda Galaxy is not established to have an event horizon.	This hypothetical object is not a black hole.	entailment	congruent	Cat-MT	epistemic
186	All manuscripts submitted to this journal must undergo peer review. This document leaked to the press did not undergo peer review.	This leaked document is not a manuscript submitted to this journal.	entailment	congruent	Cat-MT	epistemic
187	All winners of the Nobel Prize in Literature are certain to be acclaimed writers. This self-published author is not certain to be an acclaimed writer.	This self-published author is not a winner of the Nobel Prize in Literature.	entailment	congruent	Cat-MT	epistemic
188	All artifacts recovered from the sunken city of Atlantis necessarily predate the classical era. This pottery shard does not necessarily predate the classical era.	This pottery shard is not an artifact recovered from the sunken city of Atlantis.	entailment	congruent	Cat-MT	epistemic
189	All members of the secret society known as the Illuminati are known to possess a specific mark. This individual does not possess that specific mark.	This individual is not a member of the Illuminati.	entailment	congruent	Cat-MT	epistemic
190	It is established that all paintings attributed to Rembrandt have been analyzed using X-ray fluorescence. This painting in a private collection is not established to have been analyzed using X-ray fluorescence.	This painting is not a painting attributed to Rembrandt.	entailment	congruent	Cat-MT	epistemic
191	All species discovered on this newly explored island must be endemic to that island. This species of beetle is not endemic to that island.	This species of beetle is not a species discovered on this newly explored island.	entailment	congruent	Cat-MT	epistemic
192	All participants in the study on telepathy are certain to have undergone rigorous psychological testing. This individual is not certain to have undergone rigorous psychological testing.	This individual is not a participant in the study on telepathy.	entailment	congruent	Cat-MT	epistemic
193	"All documents classified as ""top secret"" necessarily contain information vital to national security. This internal memo does not necessarily contain information vital to national security."	"This internal memo is not a document classified as ""top secret""."	entailment	congruent	Cat-MT	epistemic
194	All members of the expedition to the lost city of El Dorado are known to have carried a specific type of compass. This antique compass found in an antique shop is not known to have been carried by a member of that expedition.	This antique compass is not from the expedition to El Dorado.	entailment	congruent	Cat-MT	epistemic
195	It is established that all meteorites found in this region originate from the asteroid belt. This unusual rock formation is not established to originate from the asteroid belt.	This unusual rock formation is not a meteorite found in this region.	entailment	congruent	Cat-MT	epistemic
196	All individuals who claim to have been abducted by aliens must have undergone hypnotic regression. This person recounting their experience has not undergone hypnotic regression.	This person is not an individual who claims to have been abducted by aliens.	entailment	congruent	Cat-MT	epistemic
197	All participants in the experiment on precognition are certain to have been screened for psychic abilities. This volunteer is not certain to have been screened for psychic abilities.	This volunteer is not a participant in the experiment on precognition.	entailment	congruent	Cat-MT	epistemic
198	All ancient texts purported to reveal the future necessarily employ cryptic language. This recently discovered manuscript does not necessarily employ cryptic language.	This recently discovered manuscript is not an ancient text purported to reveal the future.	entailment	congruent	Cat-MT	epistemic
199	"All members of the clandestine organization known as ""The Circle"" are known to use a specific code word. This individual has not used that specific code word."	"This individual is not a member of ""The Circle""."	entailment	congruent	Cat-MT	epistemic
200	"It is established that all paintings attributed to the anonymous artist known as ""The Shadow"" have a hidden signature. This painting found in a flea market is not established to have a hidden signature."	"This painting is not a painting attributed to ""The Shadow""."	entailment	congruent	Cat-MT	epistemic
201	All birds must have been able to fly. It is not the case that penguins must have been able to fly.	Penguins are not birds.	entailment	incongruent	Cat-MT	epistemic
202	All fruits are certain to be sweet. A lemon is not certain to be sweet.	A lemon is not a fruit.	entailment	incongruent	Cat-MT	epistemic
203	All mammals necessarily have fur. It is not established that dolphins have fur.	Dolphins are not mammals.	entailment	incongruent	Cat-MT	epistemic
204	All planets are known to be made of cheese. It is not the case that Earth is known to be made of cheese.	Earth is not a planet.	entailment	incongruent	Cat-MT	epistemic
205	All fish must breathe underwater. It is not the case that sharks must breathe underwater.	Sharks are not fish.	entailment	incongruent	Cat-MT	epistemic
206	All trees are certain to have leaves. It is not certain that cacti have leaves.	Cacti are not trees.	entailment	incongruent	Cat-MT	epistemic
207	All flowers necessarily have petals. It is not necessarily the case that sunflowers have petals.	Sunflowers are not flowers.	entailment	incongruent	Cat-MT	epistemic
208	All insects are known to have six legs. It is not known that spiders have six legs.	Spiders are not insects.	entailment	incongruent	Cat-MT	epistemic
209	All rivers must flow into the sea. It is not the case that the Nile River must flow into the sea.	The Nile River is not a river.	entailment	incongruent	Cat-MT	epistemic
210	All mountains are certain to be tall. It is not certain that hills are tall.	Hills are not mountains.	entailment	incongruent	Cat-MT	epistemic
211	All clouds necessarily have a white color. It is not necessarily the case that storm clouds have a white color.	Storm clouds are not clouds.	entailment	incongruent	Cat-MT	epistemic
212	All countries are known to be located on Earth. It is not known that Atlantis is located on Earth.	Atlantis is not a country.	entailment	incongruent	Cat-MT	epistemic
213	All historical figures must have been born before the 20th century. It is not the case that Neil Armstrong must have been born before the 20th century.	Neil Armstrong is not a historical figure.	entailment	incongruent	Cat-MT	epistemic
214	All paintings are certain to be beautiful. It is not certain that all modern art is beautiful.	Modern art is not painting.	entailment	incongruent	Cat-MT	epistemic
215	All books are known to be made of paper. It is not known that ebooks are made of paper.	Ebooks are not books.	entailment	incongruent	Cat-MT	epistemic
216	All musical instruments must be played with the hands. It is not the case that a trumpet must be played with the hands.	A trumpet is not a musical instrument.	entailment	incongruent	Cat-MT	epistemic
217	All sports necessarily involve a ball. It is not necessarily the case that running involves a ball.	Running is not a sport.	entailment	incongruent	Cat-MT	epistemic
218	All vehicles are known to have wheels. It is not known that sleds have wheels.	Sleds are not vehicles.	entailment	incongruent	Cat-MT	epistemic
219	All buildings must have been designed by an architect. It is not the case that the Great Pyramid of Giza must have been designed by an architect.	The Great Pyramid of Giza is not a building.	entailment	incongruent	Cat-MT	epistemic
220	All planets must orbit a star. It is not the case that the Moon must orbit a star.	The Moon is not a planet.	entailment	incongruent	Cat-MT	epistemic
221	All fleepglorps must have been flooglehorns. It is not the case that a quaggle must have been a flooglehorn.	A quaggle is not a fleepglorp.	entailment	nonsense	Cat-MT	epistemic
222	All zizzlepops are certain to be wibblewobbles. A grickle is not certain to be a wibblewobble.	A grickle is not a zizzlepop.	entailment	nonsense	Cat-MT	epistemic
223	All hocus pocuses necessarily involve a framistan. This thingamajig does not necessarily involve a framistan.	This thingamajig is not a hocus pocus.	entailment	nonsense	Cat-MT	epistemic
224	All squiggles are known to have a flurgle. This doodad is not known to have a flurgle.	This doodad is not a squiggle.	entailment	nonsense	Cat-MT	epistemic
225	It is established that all jimjams contain a whozit. This whatchamacallit is not established to contain a whozit.	This whatchamacallit is not a jimjam.	entailment	nonsense	Cat-MT	epistemic
226	All flibbertigibbets must be able to gronk. This gizmo is not able to gronk.	This gizmo is not a flibbertigibbet.	entailment	nonsense	Cat-MT	epistemic
227	All whirligigs are certain to have a doohickey. This thingamabob is not certain to have a doohickey.	This thingamabob is not a whirligig.	entailment	nonsense	Cat-MT	epistemic
228	All kerfuffles necessarily involve a shenanigan. This contraption does not necessarily involve a shenanigan.	This contraption is not a kerfuffle.	entailment	nonsense	Cat-MT	epistemic
229	All dingdongs are known to have a whatsit. This widget is not known to have a whatsit.	This widget is not a dingdong.	entailment	nonsense	Cat-MT	epistemic
230	It is established that all geegaws contain a thingy. This doodad is not established to contain a thingy.	This doodad is not a geegaw.	entailment	nonsense	Cat-MT	epistemic
231	All frizzles must have a frazzle. This gizmo does not have a frazzle.	This gizmo is not a frizzle.	entailment	nonsense	Cat-MT	epistemic
232	All whirlygigs are certain to be jiggly. This thingamajig is not certain to be jiggly.	This thingamajig is not a whirlygig.	entailment	nonsense	Cat-MT	epistemic
233	All razzmatazzs necessarily involve a hullabaloo. This contraption does not necessarily involve a hullabaloo.	This contraption is not a razzmatazz.	entailment	nonsense	Cat-MT	epistemic
234	All knickknacks are known to have a trinket. This widget is not known to have a trinket.	This widget is not a knickknack.	entailment	nonsense	Cat-MT	epistemic
235	It is established that all doodads contain a gizmo. This thingamajig is not established to contain a gizmo.	This thingamajig is not a doodad.	entailment	nonsense	Cat-MT	epistemic
236	All thingamabobs must have a whatchamacallit. This widget does not have a whatchamacallit.	This widget is not a thingamabob.	entailment	nonsense	Cat-MT	epistemic
237	All geegaws are certain to be whizzbangs. This doodad is not certain to be a whizzbang.	This doodad is not a geegaw.	entailment	nonsense	Cat-MT	epistemic
238	All shenanigans necessarily involve a kerfuffle. This contraption does not necessarily involve a kerfuffle.	This contraption is not a shenanigan.	entailment	nonsense	Cat-MT	epistemic
239	All whatchamacallits are known to have a thingamajig. This widget is not known to have a thingamajig.	This widget is not a whatchamacallit.	entailment	nonsense	Cat-MT	epistemic
240	It is established that all thingamajigs contain a whatsit. This doodad is not established to contain a whatsit.	This doodad is not a thingamajig.	entailment	nonsense	Cat-MT	epistemic
241	If the artifact is authentic, then it is certain that the museum will display it. It is certain that the museum will display the artifact.	The artifact is authentic.	non-entailment	congruent	Hyp-AC	epistemic
242	If the patient has the virus, then it is necessarily the case that they will exhibit symptoms. It is necessarily the case that the patient will exhibit symptoms.	The patient has the virus.	non-entailment	congruent	Hyp-AC	epistemic
243	If the experiment is successful, then it is known that the results will be published. It is known that the results will be published.	The experiment is successful.	non-entailment	congruent	Hyp-AC	epistemic
244	If the theory is correct, then it is established that it will revolutionize the field. It is established that the theory will revolutionize the field.	The theory is correct.	non-entailment	congruent	Hyp-AC	epistemic
245	If the suspect was at the crime scene, then they must have been seen by the witness. The suspect must have been seen by the witness.	The suspect was at the crime scene.	non-entailment	congruent	Hyp-AC	epistemic
246	If the manuscript is accepted, then it is certain that the author will be notified. It is certain that the author will be notified.	The manuscript is accepted.	non-entailment	congruent	Hyp-AC	epistemic
247	If the painting is a forgery, then it is necessarily the case that it will be removed from the auction. It is necessarily the case that the painting will be removed from the auction.	The painting is a forgery.	non-entailment	congruent	Hyp-AC	epistemic
248	If the species is endangered, then it is known that it will be protected by law. It is known that the species will be protected by law.	The species is endangered.	non-entailment	congruent	Hyp-AC	epistemic
249	If the investment is sound, then it is established that it will yield a profit. It is established that the investment will yield a profit.	The investment is sound.	non-entailment	congruent	Hyp-AC	epistemic
250	If the expedition reaches the summit, then they must have been successful in their climb. The expedition must have been successful in their climb.	The expedition reached the summit.	non-entailment	congruent	Hyp-AC	epistemic
251	If the prophecy is true, then it is certain that the world will end soon. It is certain that the world will end soon.	The prophecy is true.	non-entailment	congruent	Hyp-AC	epistemic
252	If the artifact is cursed, then it is necessarily the case that misfortune will befall its owner. It is necessarily the case that misfortune will befall the artifact's owner.	The artifact is cursed.	non-entailment	congruent	Hyp-AC	epistemic
253	If the experiment is flawed, then it is known that the data will be unreliable. It is known that the data will be unreliable.	The experiment is flawed.	non-entailment	congruent	Hyp-AC	epistemic
254	If the theory is groundbreaking, then it is established that it will be widely debated. It is established that the theory will be widely debated.	The theory is groundbreaking.	non-entailment	congruent	Hyp-AC	epistemic
255	If the suspect is guilty, then they must have been at the crime scene. The suspect must have been at the crime scene.	The suspect is guilty.	non-entailment	congruent	Hyp-AC	epistemic
256	If the manuscript is plagiarized, then it is certain that it will be rejected. It is certain that the manuscript will be rejected.	The manuscript is plagiarized.	non-entailment	congruent	Hyp-AC	epistemic
257	If the painting is authentic, then it is necessarily the case that it will be valued at millions. It is necessarily the case that the painting will be valued at millions.	The painting is authentic.	non-entailment	congruent	Hyp-AC	epistemic
258	If the species is invasive, then it is known that it will disrupt the ecosystem. It is known that the species will disrupt the ecosystem.	The species is invasive.	non-entailment	congruent	Hyp-AC	epistemic
259	If the investment is risky, then it is established that it could result in a loss. It is established that the investment could result in a loss.	The investment is risky.	non-entailment	congruent	Hyp-AC	epistemic
260	If the expedition discovers the lost city, then they must have been following the correct map. The expedition must have been following the correct map.	The expedition discovered the lost city.	non-entailment	congruent	Hyp-AC	epistemic
261	If horses breathe fire, then it is certain that birds swim. It is certain that birds swim.	Horses breathe fire.	non-entailment	incongruent	Hyp-AC	epistemic
262	If the Earth is flat, then it is necessarily the case that the sun revolves around the Earth. It is necessarily the case that the sun revolves around the Earth.	The Earth is flat.	non-entailment	incongruent	Hyp-AC	epistemic
263	If humans sprout wings, then it is known that fish walk on land. It is known that fish walk on land.	Humans sprout wings.	non-entailment	incongruent	Hyp-AC	epistemic
264	If trees sing, then it is established that rocks grow. It is established that rocks grow.	Trees sing.	non-entailment	incongruent	Hyp-AC	epistemic
265	If fire is freezing, then it is certain that ice is burning. It is certain that ice is burning.	Fire is freezing.	non-entailment	incongruent	Hyp-AC	epistemic
266	If birds are aquatic creatures, then it is known that fish fly. Fish must have been able to fly.	Birds are aquatic creatures.	non-entailment	incongruent	Hyp-AC	epistemic
267	If the moon is made of cheese, then it is necessarily the case that the sky is green. It is necessarily the case that the sky is green.	The moon is made of cheese.	non-entailment	incongruent	Hyp-AC	epistemic
268	If spiders have ten legs, then it is certain that insects have four legs. Insects must have had four legs.	Spiders have ten legs.	non-entailment	incongruent	Hyp-AC	epistemic
269	If elephants fly, then it is established that whales walk on land. It is established that whales walk on land.	Elephants fly.	non-entailment	incongruent	Hyp-AC	epistemic
270	If the Amazon rainforest is located in Antarctica, then it is known that the Sahara Desert is located in the Arctic. It is known that the Sahara Desert is located in the Arctic.	The Amazon rainforest is located in Antarctica.	non-entailment	incongruent	Hyp-AC	epistemic
271	If Mount Everest is the smallest mountain in the world, then it is certain that the Mariana Trench is the highest point on Earth. It is certain that the Mariana Trench is the highest point on Earth.	Mount Everest is the smallest mountain in the world.	non-entailment	incongruent	Hyp-AC	epistemic
272	If the internet was invented in the Stone Age, then it is necessarily the case that computers were invented in the future. It is necessarily the case that computers were invented in the future.	The internet was invented in the Stone Age.	non-entailment	incongruent	Hyp-AC	epistemic
273	If cars travel on water, then it is known that boats travel on land. Boats must have been able to travel on land.	Cars travel on water.	non-entailment	incongruent	Hyp-AC	epistemic
274	If time travel is possible, then it is established that teleportation is impossible. It is established that teleportation is impossible.	Time travel is possible.	non-entailment	incongruent	Hyp-AC	epistemic
275	If the Mona Lisa was painted by Michelangelo, then it is certain that the Sistine Chapel ceiling was painted by Leonardo da Vinci. It is certain that the Sistine Chapel ceiling was painted by Leonardo da Vinci.	The Mona Lisa was painted by Michelangelo.	non-entailment	incongruent	Hyp-AC	epistemic
276	"If Mozart wrote ""Bohemian Rhapsody"", then it is necessarily the case that Queen wrote ""Requiem"". It is necessarily the case that Queen wrote ""Requiem""."	"Mozart wrote ""Bohemian Rhapsody""."	non-entailment	incongruent	Hyp-AC	epistemic
277	If soccer is played with a racket, then it is known that tennis is played with a foot. It is known that tennis is played with a foot.	Soccer is played with a racket.	non-entailment	incongruent	Hyp-AC	epistemic
278	If buildings walk, then it is established that statues dance. Statues must have been able to dance.	Buildings walk.	non-entailment	incongruent	Hyp-AC	epistemic
279	If gravity doesn't exist, then it is certain that objects fall upwards. It is certain that objects fall upwards.	Gravity doesn't exist.	non-entailment	incongruent	Hyp-AC	epistemic
280	If the sky is purple, then it is known that grass is blue. It is known that grass is blue.	The sky is purple.	non-entailment	incongruent	Hyp-AC	epistemic
281	If the floogle is gronking, then it is certain that the quaggle will be zapping. It is certain that the quaggle will be zapping.	The floogle is gronking.	non-entailment	nonsense	Hyp-AC	epistemic
282	If the wibblewobble is a fleepglorp, then it is necessarily the case that it will be a flooglehorn. It is necessarily the case that the wibblewobble is a flooglehorn.	The wibblewobble is a fleepglorp.	non-entailment	nonsense	Hyp-AC	epistemic
283	If the hocus pocus is performed correctly, then it is known that the framistan will appear. It is known that the framistan will appear.	The hocus pocus is performed correctly.	non-entailment	nonsense	Hyp-AC	epistemic
284	If the squiggle is a zizzlepop, then it is established that it will have a flurgle. It is established that the squiggle will have a flurgle.	The squiggle is a zizzlepop.	non-entailment	nonsense	Hyp-AC	epistemic
285	If the jimjam is activated, then the whozit must have been inserted. The whozit must have been inserted.	The jimjam is activated.	non-entailment	nonsense	Hyp-AC	epistemic
286	If the flibbertigibbet is a grickle, then it is certain that it will be able to gronk. It is certain that the flibbertigibbet will be able to gronk.	The flibbertigibbet is a grickle.	non-entailment	nonsense	Hyp-AC	epistemic
287	If the whirligig is a dingdong, then it is necessarily the case that it will have a doohickey. It is necessarily the case that the whirligig will have a doohickey.	The whirligig is a dingdong.	non-entailment	nonsense	Hyp-AC	epistemic
288	If the kerfuffle is successful, then it is known that the shenanigan will occur. It is known that the shenanigan will occur.	The kerfuffle is successful.	non-entailment	nonsense	Hyp-AC	epistemic
289	If the whatchamacallit is a geegaw, then it is established that it will contain a thingy. It is established that the whatchamacallit will contain a thingy.	The whatchamacallit is a geegaw.	non-entailment	nonsense	Hyp-AC	epistemic
290	If the frizzle is activated, then the frazzle must have been attached. The frazzle must have been attached.	The frizzle is activated.	non-entailment	nonsense	Hyp-AC	epistemic
291	If the whirlygig is a fleepglorp, then it is certain that it will be jiggly. It is certain that the whirlygig will be jiggly.	The whirlygig is a fleepglorp.	non-entailment	nonsense	Hyp-AC	epistemic
292	If the razzmatazz is a hocus pocus, then it is necessarily the case that it will involve a hullabaloo. It is necessarily the case that the razzmatazz will involve a hullabaloo.	The razzmatazz is a hocus pocus.	non-entailment	nonsense	Hyp-AC	epistemic
293	If the knickknack is a squiggle, then it is known that it will have a trinket. It is known that the knickknack will have a trinket.	The knickknack is a squiggle.	non-entailment	nonsense	Hyp-AC	epistemic
294	If the doodad is a jimjam, then it is established that it will contain a gizmo. It is established that the doodad will contain a gizmo.	The doodad is a jimjam.	non-entailment	nonsense	Hyp-AC	epistemic
295	If the thingamabob is activated, then the whatchamacallit must have been connected. The whatchamacallit must have been connected.	The thingamabob is activated.	non-entailment	nonsense	Hyp-AC	epistemic
296	If the geegaw is a wibblewobble, then it is certain that it will be a whizzbang. It is certain that the geegaw will be a whizzbang.	The geegaw is a wibblewobble.	non-entailment	nonsense	Hyp-AC	epistemic
297	If the shenanigan is a kerfuffle, then it is necessarily the case that it will involve a hullabaloo. It is necessarily the case that the shenanigan will involve a hullabaloo.	The shenanigan is a kerfuffle.	non-entailment	nonsense	Hyp-AC	epistemic
298	If the whatchamacallit is a dingdong, then it is known that it will have a thingamajig. It is known that the whatchamacallit will have a thingamajig.	The whatchamacallit is a dingdong.	non-entailment	nonsense	Hyp-AC	epistemic
299	If the thingamajig is a geegaw, then it is established that it will contain a whatsit. It is established that the thingamajig will contain a whatsit.	The thingamajig is a geegaw.	non-entailment	nonsense	Hyp-AC	epistemic
300	If the flibbertigibbet is a doohickey, then it is established that it will contain a wotsit. It is established that the flibbertigibbet will contain a wotsit.	The flibbertigibbet is a doohickey.	non-entailment	nonsense	Hyp-AC	epistemic
301	If the manuscript is accepted for publication, then it is certain that the author will be notified. It is not the case that the manuscript is accepted for publication.	It is not certain that the author will be notified.	non-entailment	congruent	Hyp-DA	epistemic
302	If the patient has contracted the virus, then it is necessarily the case that they will exhibit symptoms. The patient has not contracted the virus.	It is not necessarily the case that the patient will exhibit symptoms.	non-entailment	congruent	Hyp-DA	epistemic
303	If the experiment is successful, then it is known that the results will be groundbreaking. The experiment is not successful.	It is not known that the results will be groundbreaking.	non-entailment	congruent	Hyp-DA	epistemic
304	If the theory is proven correct, then it is established that it will revolutionize the field of physics. It is not the case that the theory is proven correct.	It is not established that the theory will revolutionize the field of physics.	non-entailment	congruent	Hyp-DA	epistemic
305	If the suspect was present at the crime scene, then they must have been seen by the witness. The suspect was not present at the crime scene.	It is not the case that the suspect must have been seen by the witness.	non-entailment	congruent	Hyp-DA	epistemic
306	If the investment is deemed sound, then it is certain that it will yield a substantial profit. The investment is not deemed sound.	It is not certain that the investment will yield a substantial profit.	non-entailment	congruent	Hyp-DA	epistemic
307	If the painting is a forgery, then it is necessarily the case that it will be withdrawn from the auction. The painting is not a forgery.	It is not necessarily the case that the painting will be withdrawn from the auction.	non-entailment	congruent	Hyp-DA	epistemic
308	If the species is classified as endangered, then it is known that it will be placed under government protection. The species is not classified as endangered.	It is not known that the species will be placed under government protection.	non-entailment	congruent	Hyp-DA	epistemic
309	If the expedition locates the ancient ruins, then it is established that they will make a significant archaeological discovery. The expedition did not locate the ancient ruins.	It is not established that the expedition will make a significant archaeological discovery.	non-entailment	congruent	Hyp-DA	epistemic
310	If the prophecy is authentic, then the world must have been destined for imminent destruction. The prophecy is not authentic.	It is not the case that the world must have been destined for imminent destruction.	non-entailment	congruent	Hyp-DA	epistemic
311	If the artifact is truly cursed, then it is certain that misfortune will befall its possessor. It is not the case that the artifact is truly cursed.	It is not certain that misfortune will befall its possessor.	non-entailment	congruent	Hyp-DA	epistemic
312	If the experiment suffers from a fundamental flaw, then it is necessarily the case that the collected data will be unreliable. The experiment does not suffer from a fundamental flaw.	It is not necessarily the case that the collected data will be unreliable.	non-entailment	congruent	Hyp-DA	epistemic
313	If the new technology proves viable, then it is known that it will be rapidly adopted by various industries. The new technology did not prove viable.	It is not known that the new technology will be rapidly adopted by various industries.	non-entailment	congruent	Hyp-DA	epistemic
314	If the defendant is found guilty, then it is established that they will face a lengthy prison sentence. The defendant is not found guilty.	It is not established that the defendant will face a lengthy prison sentence.	non-entailment	congruent	Hyp-DA	epistemic
315	If the manuscript contains plagiarized material, then it is certain that it will be rejected by the publisher. The manuscript does not contain plagiarized material.	It is not certain that the manuscript will be rejected by the publisher.	non-entailment	congruent	Hyp-DA	epistemic
316	If the painting is attributed to the renowned artist, then it is necessarily the case that it will be valued at several million dollars. The painting is not attributed to the renowned artist.	It is not necessarily the case that the painting will be valued at several million dollars.	non-entailment	congruent	Hyp-DA	epistemic
317	If the newly discovered species proves to be invasive, then it is known that it will pose a threat to the local ecosystem. The newly discovered species does not prove to be invasive.	It is not known that the newly discovered species will pose a threat to the local ecosystem.	non-entailment	congruent	Hyp-DA	epistemic
318	If the proposed investment carries a high level of risk, then it is established that it could result in substantial financial losses. The proposed investment does not carry a high level of risk.	It is not established that the proposed investment could result in substantial financial losses.	non-entailment	congruent	Hyp-DA	epistemic
319	If the expedition to the remote island is successful, then they must have been able to navigate the treacherous currents. The expedition to the remote island was not successful.	It is not the case that they must have been able to navigate the treacherous currents.	non-entailment	congruent	Hyp-DA	epistemic
320	If the ancient inscription is deciphered correctly, then it is certain that it will reveal the location of the hidden treasure. It is not the case that the ancient inscription is deciphered correctly.	It is not certain that it will reveal the location of the hidden treasure.	non-entailment	congruent	Hyp-DA	epistemic
321	If a bird flies, then it is certain that it has wings. It is not the case that a bird flies.	It is not certain that a bird has wings.	non-entailment	incongruent	Hyp-DA	epistemic
322	If you eat an orange, then it is necessarily the case that you consume Vitamin C. You did not eat an orange.	It is not necessarily the case that you consume Vitamin C.	non-entailment	incongruent	Hyp-DA	epistemic
323	If a dog barks, then it is known that it is making a sound. It is not the case that a dog barks.	It is not known that a dog is making a sound.	non-entailment	incongruent	Hyp-DA	epistemic
324	If the sun shines, then it is established that it is daytime. It is not the case that the sun shines.	It is not established that it is daytime.	non-entailment	incongruent	Hyp-DA	epistemic
325	If a plant grows, then it must have been watered. It is not the case that a plant grows.	It is not the case that a plant must have been watered.	non-entailment	incongruent	Hyp-DA	epistemic
326	If you drive a car, then it is certain that you use gasoline. You do not drive a car.	It is not certain that you use gasoline.	non-entailment	incongruent	Hyp-DA	epistemic
327	If a volcano erupts, then it is necessarily the case that ash is produced. It is not the case that a volcano erupts.	It is not necessarily the case that ash is produced.	non-entailment	incongruent	Hyp-DA	epistemic
328	If a cat meows, then it is known that it wants attention. It is not the case that a cat meows.	It is not known that a cat wants attention.	non-entailment	incongruent	Hyp-DA	epistemic
329	If a phone rings, then it is established that someone is calling. It is not the case that a phone rings.	It is not established that someone is calling.	non-entailment	incongruent	Hyp-DA	epistemic
330	If a seed germinates, then it must have been planted in soil. It is not the case that a seed germinates.	It is not the case that a seed must have been planted in soil.	non-entailment	incongruent	Hyp-DA	epistemic
331	If you play basketball, then it is certain that you use a ball. You do not play basketball.	It is not certain that you use a ball.	non-entailment	incongruent	Hyp-DA	epistemic
332	If a candle burns, then it is necessarily the case that it produces light. It is not the case that a candle burns.	It is not necessarily the case that it produces light.	non-entailment	incongruent	Hyp-DA	epistemic
333	If a fish swims, then it is known that it is in water. It is not the case that a fish swims.	It is not known that a fish is in water.	non-entailment	incongruent	Hyp-DA	epistemic
334	If a computer is on, then it is established that it is using electricity. It is not the case that a computer is on.	It is not established that a computer is using electricity.	non-entailment	incongruent	Hyp-DA	epistemic
335	If a river flows, then it must have been raining. It is not the case that a river flows.	It is not the case that it must have been raining.	non-entailment	incongruent	Hyp-DA	epistemic
336	If you bake bread, then it is certain that you use yeast. You do not bake bread.	It is possible that you do not use yeast.	non-entailment	incongruent	Hyp-DA	epistemic
337	If lightning strikes, then it is necessarily the case that it is raining. It is not the case that lightning strikes.	It is possible that it is not raining.	non-entailment	incongruent	Hyp-DA	epistemic
338	If a baby cries, then it is known that it is hungry. It is not the case that a baby cries.	It is possible that a baby is not hungry.	non-entailment	incongruent	Hyp-DA	epistemic
339	If a country is at war, then it is established that it has an army. It is not the case that a country is at war.	There's a chance that a country does not have an army.	non-entailment	incongruent	Hyp-DA	epistemic
340	If an artist paints a picture, then it must have been using a brush. It is not the case that an artist paints a picture.	There is a possibility that an artist was not using a brush.	non-entailment	incongruent	Hyp-DA	epistemic
341	If the floogle is gronking, then it is certain that the quaggle will be zapping. It is not the case that the floogle is gronking.	It is not certain that the quaggle will be zapping.	non-entailment	nonsense	Hyp-DA	epistemic
342	If the wibblewobble is a fleepglorp, then it is necessarily the case that it will also be a flooglehorn. It is not the case that the wibblewobble is a fleepglorp.	It is not necessarily the case that the wibblewobble will also be a flooglehorn.	non-entailment	nonsense	Hyp-DA	epistemic
343	If the hocus pocus is performed correctly, then it is known that the framistan will appear. You did not perform the hocus pocus correctly.	It is not known that the framistan will appear.	non-entailment	nonsense	Hyp-DA	epistemic
344	If the squiggle is a zizzlepop, then it is established that it will possess a flurgle. It is not the case that the squiggle is a zizzlepop.	It is not established that the squiggle will possess a flurgle.	non-entailment	nonsense	Hyp-DA	epistemic
345	If the jimjam is activated, then the whozit must have been inserted. You did not activate the jimjam.	It is not the case that the whozit must have been inserted.	non-entailment	nonsense	Hyp-DA	epistemic
346	If the flibbertigibbet is a grickle, then it is certain that it will be capable of gronking. It is not the case that the flibbertigibbet is a grickle.	It is not certain that the flibbertigibbet will be capable of gronking.	non-entailment	nonsense	Hyp-DA	epistemic
347	If the whirligig is a dingdong, then it is necessarily the case that it will be equipped with a doohickey. It is not the case that the whirligig is a dingdong.	It is not necessarily the case that the whirligig will be equipped with a doohickey.	non-entailment	nonsense	Hyp-DA	epistemic
348	If the kerfuffle is successful, then it is known that a shenanigan will ensue. It is not the case that the kerfuffle is successful.	It is not known that a shenanigan will ensue.	non-entailment	nonsense	Hyp-DA	epistemic
349	If the whatchamacallit is a geegaw, then it is established that it will contain a thingy. It is not the case that the whatchamacallit is a geegaw.	It is not established that the whatchamacallit will contain a thingy.	non-entailment	nonsense	Hyp-DA	epistemic
