ID	premise_en	hypothesis_en	gold	content-type	inference-pattern	modal
221	It is certain that a flibbertigibbet can be zozzled.	It is possible that a flibbertigibbet can be zozzled.	entailment	nonsense	Mu-Mi	epistemic
222	It is necessarily the case that a quango can be fizzbinned.	A quango might be fizzbinned.	entailment	nonsense	Mu-Mi	epistemic
223	It is known that a wibble can be frabjous.	A wibble might be frabjous.	entailment	nonsense	Mu-Mi	epistemic
224	It is established that a gardyloo can be galumphing.	There's a chance that a gardyloo can be galumphing.	entailment	nonsense	Mu-Mi	epistemic
225	A yargle must have been squiffling.	There is a possibility that a yargle was squiffling.	entailment	nonsense	Mu-Mi	epistemic
226	It is certain that a flummox can be outgrabing.	It is possible that a flummox can be outgrabing.	entailment	nonsense	Mu-Mi	epistemic
227	It is necessarily the case that a grockle can be gyring.	A grockle might be gyring.	entailment	nonsense	Mu-Mi	epistemic
228	It is known that a chortle can be mimsy.	A chortle might be mimsy.	entailment	nonsense	Mu-Mi	epistemic
229	It is established that an uffish thought can be calloohing.	There's a chance that an uffish thought can be calloohing.	entailment	nonsense	Mu-Mi	epistemic
230	A tulgey wood must have been whiffling.	There is a possibility that a tulgey wood was whiffling.	entailment	nonsense	Mu-Mi	epistemic
231	It is certain that a frabjous bandersnatch can be gimbling.	It is possible that a frabjous bandersnatch can be gimbling.	entailment	nonsense	Mu-Mi	epistemic
232	It is necessarily the case that a callay can be outgrabing.	A callay might be outgrabing.	entailment	nonsense	Mu-Mi	epistemic
233	It is known that a slithy toves can be frabjous.	A slithy toves might be frabjous.	entailment	nonsense	Mu-Mi	epistemic
234	It is established that a mome raths can be galumphing.	There's a chance that a mome raths can be galumphing.	entailment	nonsense	Mu-Mi	epistemic
235	A jubjub bird must have been squiffling.	There is a possibility that a jubjub bird was squiffling.	entailment	nonsense	Mu-Mi	epistemic
236	It is certain that a whiffling pig can be outgrabing.	It is possible that a whiffling pig can be outgrabing.	entailment	nonsense	Mu-Mi	epistemic
237	It is necessarily the case that a mimsy borogove can be gyring.	A mimsy borogove might be gyring.	entailment	nonsense	Mu-Mi	epistemic
238	It is known that a rathe can be mimsy.	A rathe might be mimsy.	entailment	nonsense	Mu-Mi	epistemic
239	It is established that a bandersnatch can be calloohing.	There's a chance that a bandersnatch can be calloohing.	entailment	nonsense	Mu-Mi	epistemic
240	A jubjub must have been whiffling.	There is a possibility that a jubjub was whiffling.	entailment	nonsense	Mu-Mi	epistemic
241	It is not possible that a person can teleport from one city to another.	It is not certain that a person can teleport from one city to another.	entailment	congruent	NotMi-NotMu	epistemic
242	It is not the case that the feeling of sadness might have been completely eliminated from human experience.	It is not necessarily the case that the feeling of sadness can be completely eliminated from human experience.	entailment	congruent	NotMi-NotMu	epistemic
243	It is impossible that a deeply ingrained habit can be changed overnight.	It is not known that a deeply ingrained habit can be changed overnight.	entailment	congruent	NotMi-NotMu	epistemic
244	There's no chance that the exact time and location of an earthquake can be predicted.	It is not established that the exact time and location of an earthquake can be predicted.	entailment	congruent	NotMi-NotMu	epistemic
245	There is no possibility that the invention of the internet was solely responsible for the decline of traditional media.	It is not the case that the invention of the internet must have been solely responsible for the decline of traditional media.	entailment	congruent	NotMi-NotMu	epistemic
246	It is not possible that a country can achieve zero poverty within a year.	It is not certain that a country can achieve zero poverty within a year.	entailment	congruent	NotMi-NotMu	epistemic
247	It is not the case that the invention of the smartphone might have led to a decrease in social interaction.	It is not necessarily the case that the invention of the smartphone led to a decrease in social interaction.	entailment	congruent	NotMi-NotMu	epistemic
248	It is impossible that a person's personality remains completely unchanged throughout their life.	It is not known that a person's personality remains completely unchanged throughout their life.	entailment	congruent	NotMi-NotMu	epistemic
249	There's no chance that a government can completely eliminate corruption.	It is not established that a government can completely eliminate corruption.	entailment	congruent	NotMi-NotMu	epistemic
250	There is no possibility that all languages share a single common ancestor.	It is not the case that all languages must have shared a single common ancestor.	entailment	congruent	NotMi-NotMu	epistemic
251	It is not possible that a person can learn to speak a new language fluently in a day.	It is not certain that a person can learn to speak a new language fluently in a day.	entailment	congruent	NotMi-NotMu	epistemic
252	It is not the case that the development of artificial intelligence might have led to mass unemployment.	It is not necessarily the case that the development of artificial intelligence led to mass unemployment.	entailment	congruent	NotMi-NotMu	epistemic
253	It is impossible that a society can exist without any form of conflict.	It is not known that a society can exist without any form of conflict.	entailment	congruent	NotMi-NotMu	epistemic
254	There's no chance that climate change can be completely reversed in the next five years.	It is not established that climate change can be completely reversed in the next five years.	entailment	congruent	NotMi-NotMu	epistemic
255	There is no possibility that the human brain can store an unlimited amount of information.	It is not the case that the human brain must have been able to store an unlimited amount of information.	entailment	congruent	NotMi-NotMu	epistemic
256	It is not possible that a person can perfectly recall every event in their life.	It is not certain that a person can perfectly recall every event in their life.	entailment	congruent	NotMi-NotMu	epistemic
257	It is not the case that the rise of globalization might have led to increased cultural homogeneity.	It is not necessarily the case that the rise of globalization led to increased cultural homogeneity.	entailment	congruent	NotMi-NotMu	epistemic
258	It is impossible that a single scientific discovery can solve all of humanity's problems.	It is not known that a single scientific discovery can solve all of humanity's problems.	entailment	congruent	NotMi-NotMu	epistemic
259	There's no chance that world peace can be achieved in the next decade.	It is not established that world peace can be achieved in the next decade.	entailment	congruent	NotMi-NotMu	epistemic
260	There is no possibility that all human behavior can be explained by a single psychological theory.	It is not the case that all human behavior must have been explainable by a single psychological theory.	entailment	congruent	NotMi-NotMu	epistemic
261	It is not possible that the sun orbits the Earth.	It is not certain that the sun orbits the Earth.	entailment	incongruent	NotMi-NotMu	epistemic
262	It is not the case that fire might have been cold.	It is not necessarily the case that fire is hot.	entailment	incongruent	NotMi-NotMu	epistemic
263	It is impossible that humans can breathe underwater.	It is not known that humans can breathe underwater.	entailment	incongruent	NotMi-NotMu	epistemic
264	There's no chance that elephants can fly.	It is not established that elephants can fly.	entailment	incongruent	NotMi-NotMu	epistemic
265	There is no possibility that plants can feel pain.	It is not the case that plants must have been able to feel pain.	entailment	incongruent	NotMi-NotMu	epistemic
266	It is not possible that water is dry.	It is not certain that water is wet.	entailment	incongruent	NotMi-NotMu	epistemic
267	It is not the case that the Earth might have been flat.	It is not necessarily the case that the Earth is round.	entailment	incongruent	NotMi-NotMu	epistemic
268	It is impossible that light travels faster than sound.	It is not known that light travels faster than sound.	entailment	incongruent	NotMi-NotMu	epistemic
269	There's no chance that computers can think.	It is not established that computers can process information.	entailment	incongruent	NotMi-NotMu	epistemic
270	There is no possibility that time travel is possible.	It is not the case that time travel must have been possible.	entailment	incongruent	NotMi-NotMu	epistemic
271	It is not possible that fish can live outside of water.	It is not certain that fish require water to survive.	entailment	incongruent	NotMi-NotMu	epistemic
272	It is not the case that birds might have been mammals.	It is not necessarily the case that birds are a type of animal.	entailment	incongruent	NotMi-NotMu	epistemic
273	It is impossible that the moon is made of cheese.	It is not known that the moon is a celestial body.	entailment	incongruent	NotMi-NotMu	epistemic
274	There's no chance that chocolate is healthy.	It is not established that chocolate is a type of food.	entailment	incongruent	NotMi-NotMu	epistemic
275	There is no possibility that cars can drive themselves.	It is not the case that cars must have been able to be driven.	entailment	incongruent	NotMi-NotMu	epistemic
276	It is not possible that trees can grow upside down.	It is not certain that trees require soil to grow.	entailment	incongruent	NotMi-NotMu	epistemic
277	It is not the case that rain might have been upwards.	It is not necessarily the case that rain falls downwards.	entailment	incongruent	NotMi-NotMu	epistemic
278	It is impossible that ice is hot.	It is not known that ice is a form of water.	entailment	incongruent	NotMi-NotMu	epistemic
279	There's no chance that sugar is sour.	It is not established that sugar is a type of sweetener.	entailment	incongruent	NotMi-NotMu	epistemic
280	There is no possibility that the internet can be accessed without technology.	It is not the case that the internet must have been a technological invention.	entailment	incongruent	NotMi-NotMu	epistemic
281	It is not possible that a flibbertigibbet can be zozzled.	It is not certain that a flibbertigibbet can be zozzled.	entailment	nonsense	NotMi-NotMu	epistemic
282	It is not the case that a quango might have been fizzbinned.	It is not necessarily the case that a quango was fizzbinned.	entailment	nonsense	NotMi-NotMu	epistemic
283	It is impossible that a wibble can be frabjous.	It is not known that a wibble can be frabjous.	entailment	nonsense	NotMi-NotMu	epistemic
284	There's no chance that a gardyloo can be galumphing.	It is not established that a gardyloo can be galumphing.	entailment	nonsense	NotMi-NotMu	epistemic
285	There is no possibility that a yargle can be squiffling.	It is not the case that a yargle must have been squiffling.	entailment	nonsense	NotMi-NotMu	epistemic
286	It is not possible that a flummox can be outgrabing.	It is not certain that a flummox can be outgrabing.	entailment	nonsense	NotMi-NotMu	epistemic
287	It is not the case that a grockle might have been gyring.	It is not necessarily the case that a grockle was gyring.	entailment	nonsense	NotMi-NotMu	epistemic
288	It is impossible that a chortle can be mimsy.	It is not known that a chortle can be mimsy.	entailment	nonsense	NotMi-NotMu	epistemic
289	There's no chance that an uffish thought can be calloohing.	It is not established that an uffish thought can be calloohing.	entailment	nonsense	NotMi-NotMu	epistemic
290	There is no possibility that a tulgey wood can be whiffling.	It is not the case that a tulgey wood must have been whiffling.	entailment	nonsense	NotMi-NotMu	epistemic
291	It is not possible that a frabjous bandersnatch can be gimbling.	It is not certain that a frabjous bandersnatch can be gimbling.	entailment	nonsense	NotMi-NotMu	epistemic
292	It is not the case that a callay might have been outgrabing.	It is not necessarily the case that a callay was outgrabing.	entailment	nonsense	NotMi-NotMu	epistemic
293	It is impossible that a slithy toves can be frabjous.	It is not known that a slithy toves can be frabjous.	entailment	nonsense	NotMi-NotMu	epistemic
294	There's no chance that a mome raths can be galumphing.	It is not established that a mome raths can be galumphing.	entailment	nonsense	NotMi-NotMu	epistemic
295	There is no possibility that a jubjub bird can be squiffling.	It is not the case that a jubjub bird must have been squiffling.	entailment	nonsense	NotMi-NotMu	epistemic
296	It is not possible that a whiffling pig can be outgrabing.	It is not certain that a whiffling pig can be outgrabing.	entailment	nonsense	NotMi-NotMu	epistemic
297	It is not the case that a mimsy borogove might have been gyring.	It is not necessarily the case that a mimsy borogove was gyring.	entailment	nonsense	NotMi-NotMu	epistemic
298	It is impossible that a rathe can be mimsy.	It is not known that a rathe can be mimsy.	entailment	nonsense	NotMi-NotMu	epistemic
299	There's no chance that a bandersnatch can be calloohing.	It is not established that a bandersnatch can be calloohing.	entailment	nonsense	NotMi-NotMu	epistemic
300	There is no possibility that a jubjub can be whiffling.	It is not the case that a jubjub must have been whiffling.	entailment	nonsense	NotMi-NotMu	epistemic
301	It is not certain that humans will colonize Mars in the next century.	It is not possible that humans will colonize Mars in the next century.	non-entailment	congruent	NotMu-NotMi	epistemic
302	It is not necessarily the case that artificial general intelligence will be developed within the next decade.	It is not the case that artificial general intelligence might have been developed within the next decade.	non-entailment	congruent	NotMu-NotMi	epistemic
303	It is not known that the universe is infinite.	It is impossible that the universe is infinite.	non-entailment	congruent	NotMu-NotMi	epistemic
304	It is not established that a single gene is responsible for human intelligence.	There's no chance that a single gene is responsible for human intelligence.	non-entailment	congruent	NotMu-NotMi	epistemic
305	It is not the case that the extinction of the dinosaurs must have been caused solely by a meteorite impact.	There is no possibility that the extinction of the dinosaurs was caused solely by a meteorite impact.	non-entailment	congruent	NotMu-NotMi	epistemic
306	It is not certain that a universal cure for cancer will be found in the next 20 years.	It is not possible that a universal cure for cancer will be found in the next 20 years.	non-entailment	congruent	NotMu-NotMi	epistemic
307	It is not necessarily the case that all human languages originated from a single proto-language.	It is not the case that all human languages might have originated from a single proto-language.	non-entailment	congruent	NotMu-NotMi	epistemic
308	It is not known that the human brain can be perfectly replicated by a computer.	It is impossible that the human brain can be perfectly replicated by a computer.	non-entailment	congruent	NotMu-NotMi	epistemic
309	It is not established that economic growth always leads to improved social well-being.	There's no chance that economic growth always leads to improved social well-being.	non-entailment	congruent	NotMu-NotMi	epistemic
310	It is not the case that the invention of the printing press must have been the sole cause of the Reformation.	There is no possibility that the invention of the printing press was the sole cause of the Reformation.	non-entailment	congruent	NotMu-NotMi	epistemic
311	It is not certain that humans will ever achieve interstellar travel.	It is not possible that humans will ever achieve interstellar travel.	non-entailment	congruent	NotMu-NotMi	epistemic
312	It is not necessarily the case that all human behavior is motivated by self-interest.	It is not the case that all human behavior might have been motivated by self-interest.	non-entailment	congruent	NotMu-NotMi	epistemic
313	It is not known that consciousness is solely a product of the brain.	It is impossible that consciousness is solely a product of the brain.	non-entailment	congruent	NotMu-NotMi	epistemic
314	It is not established that a single economic policy can solve all of a country's financial problems.	There's no chance that a single economic policy can solve all of a country's financial problems.	non-entailment	congruent	NotMu-NotMi	epistemic
315	It is not the case that the fall of the Roman Empire must have been caused solely by internal strife.	There is no possibility that the fall of the Roman Empire was caused solely by internal strife.	non-entailment	congruent	NotMu-NotMi	epistemic
316	It is not certain that a person's personality is fixed at birth.	It is not possible that a person's personality is fixed at birth.	non-entailment	congruent	NotMu-NotMi	epistemic
317	It is not necessarily the case that all human emotions are universal across cultures.	It is not the case that all human emotions might have been universal across cultures.	non-entailment	congruent	NotMu-NotMi	epistemic
318	It is not known that dreams have a specific, universally agreed-upon purpose.	It is impossible that dreams have a specific, universally agreed-upon purpose.	non-entailment	congruent	NotMu-NotMi	epistemic
319	It is not established that a single factor determines a person's susceptibility to addiction.	There's no chance that a single factor determines a person's susceptibility to addiction.	non-entailment	congruent	NotMu-NotMi	epistemic
320	It is not the case that the development of agriculture must have led to a decline in human health.	There is no possibility that the development of agriculture led to a decline in human health.	non-entailment	congruent	NotMu-NotMi	epistemic
321	It is not certain that the cat sat on the mat.	It is not possible that the cat sat on the mat.	non-entailment	incongruent	NotMu-NotMi	epistemic
322	It is not necessarily the case that the sun rises in the east.	It is not the case that the sun might have risen in the east.	non-entailment	incongruent	NotMu-NotMi	epistemic
323	It is not known that birds can fly.	It is impossible that birds can fly.	non-entailment	incongruent	NotMu-NotMi	epistemic
324	It is not established that water boils at 100 degrees Celsius.	There's no chance water boils at 100 degrees Celsius.	non-entailment	incongruent	NotMu-NotMi	epistemic
325	It is not the case that fish must have been able to breathe underwater.	There is no possibility that fish can breathe underwater.	non-entailment	incongruent	NotMu-NotMi	epistemic
326	It is not certain that trees grow leaves.	It is not possible that trees grow leaves.	non-entailment	incongruent	NotMu-NotMi	epistemic
327	It is not necessarily the case that humans need oxygen to survive.	It is not the case that humans might have needed oxygen to survive.	non-entailment	incongruent	NotMu-NotMi	epistemic
328	It is not known that the earth revolves around the sun.	It is impossible that the earth revolves around the sun.	non-entailment	incongruent	NotMu-NotMi	epistemic
329	It is not established that sugar is sweet.	There's no chance sugar is sweet.	non-entailment	incongruent	NotMu-NotMi	epistemic
330	It is not the case that fire must have been hot.	There is no possibility that fire is hot.	non-entailment	incongruent	NotMu-NotMi	epistemic
331	It is not certain that ice is cold.	It is not possible that ice is cold.	non-entailment	incongruent	NotMu-NotMi	epistemic
332	It is not necessarily the case that dogs bark.	It is not the case that dogs might have barked.	non-entailment	incongruent	NotMu-NotMi	epistemic
333	It is not known that cats purr.	It is impossible that cats purr.	non-entailment	incongruent	NotMu-NotMi	epistemic
334	It is not established that the sky is blue.	There's no chance the sky is blue.	non-entailment	incongruent	NotMu-NotMi	epistemic
335	It is not the case that rain must have been wet.	There is no possibility that rain is wet.	non-entailment	incongruent	NotMu-NotMi	epistemic
336	It is not certain that grass is green.	It is not possible that grass is green.	non-entailment	incongruent	NotMu-NotMi	epistemic
337	It is not necessarily the case that lemons are sour.	It is not the case that lemons might have been sour.	non-entailment	incongruent	NotMu-NotMi	epistemic
338	It is not known that chocolate is delicious.	It is impossible that chocolate is delicious.	non-entailment	incongruent	NotMu-NotMi	epistemic
339	It is not established that babies cry.	There's no chance babies cry.	non-entailment	incongruent	NotMu-NotMi	epistemic
340	It is not the case that the ocean must have been salty.	There is no possibility that the ocean is salty.	non-entailment	incongruent	NotMu-NotMi	epistemic
341	It is not certain that a flibbertigibbet can be zozzled.	It is not possible that a flibbertigibbet can be zozzled.	non-entailment	nonsense	NotMu-NotMi	epistemic
342	It is not necessarily the case that a quango was fizzbinned.	It is not the case that a quango might have been fizzbinned.	non-entailment	nonsense	NotMu-NotMi	epistemic
343	It is not known that a wibble can be frabjous.	It is impossible that a wibble can be frabjous.	non-entailment	nonsense	NotMu-NotMi	epistemic
344	It is not established that a gardyloo can be galumphing.	There's no chance that a gardyloo can be galumphing.	non-entailment	nonsense	NotMu-NotMi	epistemic
345	It is not the case that a yargle must have been squiffling.	There is no possibility that a yargle was squiffling.	non-entailment	nonsense	NotMu-NotMi	epistemic
346	It is not certain that a flummox can be outgrabing.	It is not possible that a flummox can be outgrabing.	non-entailment	nonsense	NotMu-NotMi	epistemic
347	It is not necessarily the case that a grockle was gyring.	It is not the case that a grockle might have been gyring.	non-entailment	nonsense	NotMu-NotMi	epistemic
348	It is not known that a chortle can be mimsy.	It is impossible that a chortle can be mimsy.	non-entailment	nonsense	NotMu-NotMi	epistemic
349	It is not established that an uffish thought can be calloohing.	There's no chance that an uffish thought can be calloohing.	non-entailment	nonsense	NotMu-NotMi	epistemic
350	It is not the case that a tulgey wood must have been whiffling.	There is no possibility that a tulgey wood was whiffling.	non-entailment	nonsense	NotMu-NotMi	epistemic
351	It is not certain that a frabjous bandersnatch can be gimbling.	It is not possible that a frabjous bandersnatch can be gimbling.	non-entailment	nonsense	NotMu-NotMi	epistemic
352	It is not necessarily the case that a callay was outgrabing.	It is not the case that a callay might have been outgrabing.	non-entailment	nonsense	NotMu-NotMi	epistemic
353	It is not known that a slithy toves can be frabjous.	It is impossible that a slithy toves can be frabjous.	non-entailment	nonsense	NotMu-NotMi	epistemic
354	It is not established that a mome raths can be galumphing.	There's no chance that a mome raths can be galumphing.	non-entailment	nonsense	NotMu-NotMi	epistemic
355	It is not the case that a jubjub bird must have been squiffling.	There is no possibility that a jubjub bird was squiffling.	non-entailment	nonsense	NotMu-NotMi	epistemic
356	It is not certain that a whiffling pig can be outgrabing.	It is not possible that a whiffling pig can be outgrabing.	non-entailment	nonsense	NotMu-NotMi	epistemic
357	It is not necessarily the case that a mimsy borogove was gyring.	It is not the case that a mimsy borogove might have been gyring.	non-entailment	nonsense	NotMu-NotMi	epistemic
358	It is not known that a rathe can be mimsy.	It is impossible that a rathe can be mimsy.	non-entailment	nonsense	NotMu-NotMi	epistemic
359	It is not established that a bandersnatch can be calloohing.	There's no chance that a bandersnatch can be calloohing.	non-entailment	nonsense	NotMu-NotMi	epistemic
360	It is not the case that a jubjub must have been whiffling.	There is no possibility that a jubjub was whiffling.	non-entailment	nonsense	NotMu-NotMi	epistemic
361	The recently discovered planet might not harbor life.	It is certain that the recently discovered planet does not harbor life.	non-entailment	congruent	MiNot-MuNot	epistemic
362	The lost city of Atlantis might not have existed.	It is necessarily the case that the lost city of Atlantis did not exist.	non-entailment	congruent	MiNot-MuNot	epistemic
363	There's a chance the universe is not expanding.	It is known that the universe is not expanding.	non-entailment	congruent	MiNot-MuNot	epistemic
364	There is a possibility that time travel is not achievable.	It is established that time travel is not achievable.	non-entailment	congruent	MiNot-MuNot	epistemic
365	Consciousness might not be solely a product of the brain.	It is certain that consciousness is not solely a product of the brain.	non-entailment	congruent	MiNot-MuNot	epistemic
366	The ancient civilization might not have had a written language.	It is necessarily the case that the ancient civilization did not have a written language.	non-entailment	congruent	MiNot-MuNot	epistemic
367	The dinosaurs might not have been cold-blooded.	It is known that dinosaurs were not cold-blooded.	non-entailment	congruent	MiNot-MuNot	epistemic
368	It is possible that the Earth's magnetic field is not stable.	It is established that the Earth's magnetic field is not stable.	non-entailment	congruent	MiNot-MuNot	epistemic
369	Prehistoric humans might not have migrated out of Africa in a single wave.	It is certain that prehistoric humans did not migrate out of Africa in a single wave.	non-entailment	congruent	MiNot-MuNot	epistemic
370	Humans might not have evolved from apes.	It is necessarily the case that humans did not evolve from apes.	non-entailment	congruent	MiNot-MuNot	epistemic
371	It is possible that the painting is not authentic.	It is known that the painting is not authentic.	non-entailment	congruent	MiNot-MuNot	epistemic
372	The manuscript might not have been written by the attributed author.	It is established that the manuscript was not written by the attributed author.	non-entailment	congruent	MiNot-MuNot	epistemic
373	There's a chance the economy will not experience a recession next year.	It is certain that the economy will not experience a recession next year.	non-entailment	congruent	MiNot-MuNot	epistemic
374	The government might not implement the proposed tax reforms.	It is necessarily the case that the government did not implement the proposed tax reforms.	non-entailment	congruent	MiNot-MuNot	epistemic
375	There is a possibility that the company will not merge with its competitor.	It is known that the company did not merge with its competitor.	non-entailment	congruent	MiNot-MuNot	epistemic
376	The new drug might not be effective for all patients.	It is established that the new drug is not effective for all patients.	non-entailment	congruent	MiNot-MuNot	epistemic
377	The experiment might not have produced accurate results.	It is certain that the experiment did not produce accurate results.	non-entailment	congruent	MiNot-MuNot	epistemic
378	It is possible that the theory of evolution is not completely accurate.	It is necessarily the case that the theory of evolution is not completely accurate.	non-entailment	congruent	MiNot-MuNot	epistemic
379	There's a chance the new policy will not have the desired effect.	It is known that the new policy did not have the desired effect.	non-entailment	congruent	MiNot-MuNot	epistemic
380	There is a possibility that the project will not be profitable.	It is established that the project was not profitable.	non-entailment	congruent	MiNot-MuNot	epistemic
381	It is possible that the sun does not rise in the east.	It is certain that the sun does not rise in the east.	non-entailment	incongruent	MiNot-MuNot	epistemic
382	There's a chance that cats are not mammals.	It is necessarily the case that cats are not mammals.	non-entailment	incongruent	MiNot-MuNot	epistemic
383	It is possible that water does not boil at 100 degrees Celsius.	It is known that water does not boil at 100 degrees Celsius.	non-entailment	incongruent	MiNot-MuNot	epistemic
384	There is a possibility that trees do not need sunlight to grow.	It is established that trees do not need sunlight to grow.	non-entailment	incongruent	MiNot-MuNot	epistemic
385	It is possible that the earth has not been round.	The earth could not have been round.	non-entailment	incongruent	MiNot-MuNot	epistemic
386	There's a chance that birds do not fly.	It is certain that birds do not fly.	non-entailment	incongruent	MiNot-MuNot	epistemic
387	It is possible that fish do not live underwater.	It is necessarily the case that fish do not live underwater.	non-entailment	incongruent	MiNot-MuNot	epistemic
388	There is a possibility that the moon does not orbit the earth.	It is known that the moon does not orbit the earth.	non-entailment	incongruent	MiNot-MuNot	epistemic
389	It is possible that fire is not hot.	It is established that fire is not hot.	non-entailment	incongruent	MiNot-MuNot	epistemic
390	There's a chance that ice has not been cold.	Ice could not have been cold.	non-entailment	incongruent	MiNot-MuNot	epistemic
391	It is possible that humans do not need oxygen to breathe.	It is certain that humans do not need oxygen to breathe.	non-entailment	incongruent	MiNot-MuNot	epistemic
392	There is a possibility that plants do not need water to survive.	It is necessarily the case that plants do not need water to survive.	non-entailment	incongruent	MiNot-MuNot	epistemic
393	It is possible that computers do not require electricity to function.	It is known that computers do not require electricity to function.	non-entailment	incongruent	MiNot-MuNot	epistemic
394	There's a chance that cars do not have wheels.	It is established that cars do not have wheels.	non-entailment	incongruent	MiNot-MuNot	epistemic
395	It is possible that airplanes are not able to fly.	Airplanes could not have been able to fly.	non-entailment	incongruent	MiNot-MuNot	epistemic
396	There is a possibility that music does not have rhythm.	It is certain that music does not have rhythm.	non-entailment	incongruent	MiNot-MuNot	epistemic
397	It is possible that movies do not tell stories.	It is necessarily the case that movies do not tell stories.	non-entailment	incongruent	MiNot-MuNot	epistemic
398	There's a chance that books do not contain words.	It is known that books do not contain words.	non-entailment	incongruent	MiNot-MuNot	epistemic
399	It is possible that paintings are not art.	It is established that paintings are not art.	non-entailment	incongruent	MiNot-MuNot	epistemic
400	There is a possibility that sculptures have not been three-dimensional.	Sculptures could not have been three-dimensional.	non-entailment	incongruent	MiNot-MuNot	epistemic
401	A flibbertigibbet might not be zozzled.	It is certain that a flibbertigibbet is not zozzled.	non-entailment	nonsense	MiNot-MuNot	epistemic
402	A quango might not have been fizzbinned.	It is necessarily the case that a quango was not fizzbinned.	non-entailment	nonsense	MiNot-MuNot	epistemic
403	It is possible that a wibble is not frabjous.	It is known that a wibble is not frabjous.	non-entailment	nonsense	MiNot-MuNot	epistemic
404	There's a chance a gardyloo is not galumphing.	It is established that a gardyloo is not galumphing.	non-entailment	nonsense	MiNot-MuNot	epistemic
405	A yargle might not have been squiffling.	It is certain that a yargle was not squiffling.	non-entailment	nonsense	MiNot-MuNot	epistemic
406	A flummox might not be outgrabing.	It is necessarily the case that a flummox is not outgrabing.	non-entailment	nonsense	MiNot-MuNot	epistemic
407	A grockle might not have been gyring.	It is known that a grockle was not gyring.	non-entailment	nonsense	MiNot-MuNot	epistemic
408	It is possible that a chortle is not mimsy.	It is established that a chortle is not mimsy.	non-entailment	nonsense	MiNot-MuNot	epistemic
409	There's a chance an uffish thought is not calloohing.	It is certain that an uffish thought is not calloohing.	non-entailment	nonsense	MiNot-MuNot	epistemic
410	A tulgey wood might not have been whiffling.	It is necessarily the case that a tulgey wood was not whiffling.	non-entailment	nonsense	MiNot-MuNot	epistemic
411	A frabjous bandersnatch might not be gimbling.	It is known that a frabjous bandersnatch is not gimbling.	non-entailment	nonsense	MiNot-MuNot	epistemic
412	A callay might not have been outgrabing.	It is established that a callay is not outgrabing.	non-entailment	nonsense	MiNot-MuNot	epistemic
413	It is possible that a slithy toves is not frabjous.	It is certain that a slithy toves is not frabjous.	non-entailment	nonsense	MiNot-MuNot	epistemic
414	There's a chance a mome raths is not galumphing.	It is necessarily the case that a mome raths is not galumphing.	non-entailment	nonsense	MiNot-MuNot	epistemic
415	A jubjub bird might not have been squiffling.	It is known that a jubjub bird was not squiffling.	non-entailment	nonsense	MiNot-MuNot	epistemic
416	A whiffling pig might not be outgrabing.	It is established that a whiffling pig is not outgrabing.	non-entailment	nonsense	MiNot-MuNot	epistemic
417	A mimsy borogove might not have been gyring.	It is certain that a mimsy borogove was not gyring.	non-entailment	nonsense	MiNot-MuNot	epistemic
418	It is possible that a rathe is not mimsy.	It is necessarily the case that a rathe is not mimsy.	non-entailment	nonsense	MiNot-MuNot	epistemic
419	There's a chance a bandersnatch is not calloohing.	It is known that a bandersnatch is not calloohing.	non-entailment	nonsense	MiNot-MuNot	epistemic
420	A jubjub might not have been whiffling.	It is established that a jubjub was not whiffling.	non-entailment	nonsense	MiNot-MuNot	epistemic
421	It is possible that humans will land on Mars in the next two decades.	It is certain that humans will land on Mars in the next two decades.	non-entailment	congruent	Mi-Mu	epistemic
422	A new economic policy might boost employment rates.	It is necessarily the case that the new economic policy will boost employment rates.	non-entailment	congruent	Mi-Mu	epistemic
423	The lost city of Atlantis might have been located in the Mediterranean Sea.	It is known that the lost city of Atlantis was located in the Mediterranean Sea.	non-entailment	congruent	Mi-Mu	epistemic
424	There's a chance that a cure for Alzheimer's disease will be discovered in the next decade.	It is established that a cure for Alzheimer's disease will be discovered in the next decade.	non-entailment	congruent	Mi-Mu	epistemic
425	There is a possibility that the universe is teeming with life.	Life must have been teeming in the universe.	non-entailment	congruent	Mi-Mu	epistemic
426	It is possible that artificial intelligence will surpass human intelligence in this century.	It is certain that artificial intelligence will surpass human intelligence in this century.	non-entailment	congruent	Mi-Mu	epistemic
427	Exposure to different cultures might increase empathy.	It is necessarily the case that exposure to different cultures increases empathy.	non-entailment	congruent	Mi-Mu	epistemic
428	The ancient Egyptians might have used advanced astronomical knowledge to build the pyramids.	It is known that the ancient Egyptians used advanced astronomical knowledge to build the pyramids.	non-entailment	congruent	Mi-Mu	epistemic
429	There's a chance that a single global currency will be adopted in the future.	It is established that a single global currency will be adopted in the future.	non-entailment	congruent	Mi-Mu	epistemic
430	There is a possibility that dreams can predict future events.	Dreams must have been able to predict future events.	non-entailment	congruent	Mi-Mu	epistemic
431	It is possible that humans will eventually evolve beyond the need for physical bodies.	It is certain that humans will eventually evolve beyond the need for physical bodies.	non-entailment	congruent	Mi-Mu	epistemic
432	Early childhood education might have a significant impact on future academic success.	It is necessarily the case that early childhood education has a significant impact on future academic success.	non-entailment	congruent	Mi-Mu	epistemic
433	The Vikings might have reached North America before Columbus.	It is known that the Vikings reached North America before Columbus.	non-entailment	congruent	Mi-Mu	epistemic
