ID	premise_en	hypothesis_en	gold	content-type	inference-pattern	modal
264	It is not acceptable to kidnap.	It is not mandatory to kidnap.	entailment	incongruent	NotMi-NotMu	deontic
265	You cannot choose to assault someone.	It is not the case that you must assault someone.	entailment	incongruent	NotMi-NotMu	deontic
266	It is not permissible to lie under oath.	It is not obligatory to lie under oath.	entailment	incongruent	NotMi-NotMu	deontic
267	You are not permitted to cheat on your spouse.	There is no obligation to cheat on your spouse.	entailment	incongruent	NotMi-NotMu	deontic
268	You are not allowed to neglect your children.	You are not required to neglect your children.	entailment	incongruent	NotMi-NotMu	deontic
269	It is not acceptable to betray a friend.	It is not mandatory to betray a friend.	entailment	incongruent	NotMi-NotMu	deontic
270	You cannot choose to abuse animals.	It is not the case that you must abuse animals.	entailment	incongruent	NotMi-NotMu	deontic
271	It is not permissible to discriminate against others.	It is not obligatory to discriminate against others.	entailment	incongruent	NotMi-NotMu	deontic
272	You are not permitted to drive recklessly.	There is no obligation to drive recklessly.	entailment	incongruent	NotMi-NotMu	deontic
273	You are not allowed to pollute the environment.	You are not required to pollute the environment.	entailment	incongruent	NotMi-NotMu	deontic
274	It is not acceptable to spread false information.	It is not mandatory to spread false information.	entailment	incongruent	NotMi-NotMu	deontic
275	You cannot choose to evade taxes.	It is not the case that you must evade taxes.	entailment	incongruent	NotMi-NotMu	deontic
276	It is not permissible to plagiarize.	It is not obligatory to plagiarize.	entailment	incongruent	NotMi-NotMu	deontic
277	You are not permitted to commit fraud.	There is no obligation to commit fraud.	entailment	incongruent	NotMi-NotMu	deontic
278	You are not allowed to engage in corruption.	You are not required to engage in corruption.	entailment	incongruent	NotMi-NotMu	deontic
279	It is not acceptable to trespass on private property.	It is not mandatory to trespass on private property.	entailment	incongruent	NotMi-NotMu	deontic
280	You cannot choose to endanger public safety.	It is not the case that you must endanger public safety.	entailment	incongruent	NotMi-NotMu	deontic
281	It is not permissible to flibbertigibbet.	There is no obligation to flibbertigibbet.	entailment	nonsense	NotMi-NotMu	deontic
282	You are not permitted to gobbledygook.	It is not mandatory to gobbledygook.	entailment	nonsense	NotMi-NotMu	deontic
283	You are not allowed to hootenanny.	You are not required to hootenanny.	entailment	nonsense	NotMi-NotMu	deontic
284	It is not acceptable to codswallop.	It is not the case that you must codswallop.	entailment	nonsense	NotMi-NotMu	deontic
285	You cannot choose to malarkey.	It is not obligatory to malarkey.	entailment	nonsense	NotMi-NotMu	deontic
286	It is not permissible to shenanigans.	There is no obligation to shenanigans.	entailment	nonsense	NotMi-NotMu	deontic
287	You are not permitted to flummox.	It is not mandatory to flummox.	entailment	nonsense	NotMi-NotMu	deontic
288	You are not allowed to bamboozle.	You are not required to bamboozle.	entailment	nonsense	NotMi-NotMu	deontic
289	It is not acceptable to discombobulate.	It is not the case that you must discombobulate.	entailment	nonsense	NotMi-NotMu	deontic
290	You cannot choose to kerfuffle.	It is not obligatory to kerfuffle.	entailment	nonsense	NotMi-NotMu	deontic
291	It is not permissible to razzmatazz.	There is no obligation to razzmatazz.	entailment	nonsense	NotMi-NotMu	deontic
292	You are not permitted to skedaddle.	It is not mandatory to skedaddle.	entailment	nonsense	NotMi-NotMu	deontic
293	You are not allowed to whippersnapper.	You are not required to whippersnapper.	entailment	nonsense	NotMi-NotMu	deontic
294	It is not acceptable to nincompoop.	It is not the case that you must nincompoop.	entailment	nonsense	NotMi-NotMu	deontic
295	You cannot choose to lollygag.	It is not obligatory to lollygag.	entailment	nonsense	NotMi-NotMu	deontic
296	It is not permissible to wabbit.	There is no obligation to wabbit.	entailment	nonsense	NotMi-NotMu	deontic
297	You are not permitted to ballyhoo.	It is not mandatory to ballyhoo.	entailment	nonsense	NotMi-NotMu	deontic
298	You are not allowed to poppycock.	You are not required to poppycock.	entailment	nonsense	NotMi-NotMu	deontic
299	It is not acceptable to gobbledegook.	It is not the case that you must gobbledegook.	entailment	nonsense	NotMi-NotMu	deontic
300	You cannot choose to mumbo jumbo.	It is not obligatory to mumbo jumbo.	entailment	nonsense	NotMi-NotMu	deontic
301	It is not obligatory to eat meat.	It is not permissible to eat meat.	non-entailment	congruent	NotMu-NotMi	deontic
302	There is no obligation to go to school.	You are not permitted to go to school.	non-entailment	congruent	NotMu-NotMi	deontic
303	You are not required to have a job.	You are not allowed to have a job.	non-entailment	congruent	NotMu-NotMi	deontic
304	It is not mandatory to own a home.	It is not acceptable to own a home.	non-entailment	congruent	NotMu-NotMi	deontic
305	It is not the case that you must get married.	It is not the case that you can get married.	non-entailment	congruent	NotMu-NotMi	deontic
306	It is not obligatory to have children.	It is not permissible to have children.	non-entailment	congruent	NotMu-NotMi	deontic
307	There is no obligation to be happy.	You are not permitted to be happy.	non-entailment	congruent	NotMu-NotMi	deontic
308	You are not required to be polite.	You are not allowed to be polite.	non-entailment	congruent	NotMu-NotMi	deontic
309	It is not mandatory to follow the law.	It is not acceptable to follow the law.	non-entailment	congruent	NotMu-NotMi	deontic
310	It is not the case that you must believe in God.	It is not the case that you can believe in God.	non-entailment	congruent	NotMu-NotMi	deontic
311	It is not obligatory to vote.	It is not permissible to vote.	non-entailment	congruent	NotMu-NotMi	deontic
312	There is no obligation to pay taxes.	You are not permitted to pay taxes.	non-entailment	congruent	NotMu-NotMi	deontic
313	You are not required to serve in the military.	You are not allowed to serve in the military.	non-entailment	congruent	NotMu-NotMi	deontic
314	It is not mandatory to donate blood.	It is not acceptable to donate blood.	non-entailment	congruent	NotMu-NotMi	deontic
315	It is not the case that you must recycle.	It is not the case that you can recycle.	non-entailment	congruent	NotMu-NotMi	deontic
316	It is not obligatory to wear clothes.	It is not permissible to wear clothes.	non-entailment	congruent	NotMu-NotMi	deontic
317	There is no obligation to speak English.	You are not permitted to speak English.	non-entailment	congruent	NotMu-NotMi	deontic
318	You are not required to use the internet.	You are not allowed to use the internet.	non-entailment	congruent	NotMu-NotMi	deontic
319	It is not mandatory to eat with a fork.	It is not acceptable to eat with a fork.	non-entailment	congruent	NotMu-NotMi	deontic
320	It is not the case that you must sleep in a bed.	It is not the case that you can sleep in a bed.	non-entailment	congruent	NotMu-NotMi	deontic
321	It is not obligatory to eat vegetables.	It is not permissible to eat vegetables.	non-entailment	incongruent	NotMu-NotMi	deontic
322	There is no obligation to drink water.	You are not permitted to drink water.	non-entailment	incongruent	NotMu-NotMi	deontic
323	You are not required to breathe.	You are not allowed to breathe.	non-entailment	incongruent	NotMu-NotMi	deontic
324	It is not mandatory to sleep.	It is not acceptable to sleep.	non-entailment	incongruent	NotMu-NotMi	deontic
325	It is not the case that you must wear clothes.	It is not the case that you can wear clothes.	non-entailment	incongruent	NotMu-NotMi	deontic
326	It is not obligatory to help someone in need.	It is not permissible to help someone in need.	non-entailment	incongruent	NotMu-NotMi	deontic
327	There is no obligation to be kind to animals.	You are not permitted to be kind to animals.	non-entailment	incongruent	NotMu-NotMi	deontic
328	You are not required to tell the truth.	You are not allowed to tell the truth.	non-entailment	incongruent	NotMu-NotMi	deontic
329	It is not mandatory to respect others.	It is not acceptable to respect others.	non-entailment	incongruent	NotMu-NotMi	deontic
330	It is not the case that you must obey traffic laws.	It is not the case that you can obey traffic laws.	non-entailment	incongruent	NotMu-NotMi	deontic
331	It is not obligatory to pay for things you buy.	It is not permissible to pay for things you buy.	non-entailment	incongruent	NotMu-NotMi	deontic
332	There is no obligation to go to school.	You are not permitted to go to school.	non-entailment	incongruent	NotMu-NotMi	deontic
333	You are not required to learn new things.	You are not allowed to learn new things.	non-entailment	incongruent	NotMu-NotMi	deontic
334	It is not mandatory to take care of your health.	It is not acceptable to take care of your health.	non-entailment	incongruent	NotMu-NotMi	deontic
335	It is not the case that you must have friends.	It is not the case that you can have friends.	non-entailment	incongruent	NotMu-NotMi	deontic
336	It is not obligatory to feel emotions.	It is not permissible to feel emotions.	non-entailment	incongruent	NotMu-NotMi	deontic
337	There is no obligation to express yourself.	You are not permitted to express yourself.	non-entailment	incongruent	NotMu-NotMi	deontic
338	You are not required to have opinions.	You are not allowed to have opinions.	non-entailment	incongruent	NotMu-NotMi	deontic
339	It is not mandatory to make mistakes.	It is not acceptable to make mistakes.	non-entailment	incongruent	NotMu-NotMi	deontic
340	It is not the case that you must grow and change.	It is not the case that you can grow and change.	non-entailment	incongruent	NotMu-NotMi	deontic
341	It is not obligatory to flibbertigibbet.	It is not permissible to flibbertigibbet.	non-entailment	nonsense	NotMu-NotMi	deontic
342	There is no obligation to gobbledygook.	You are not permitted to gobbledygook.	non-entailment	nonsense	NotMu-NotMi	deontic
343	You are not required to hootenanny.	You are not allowed to hootenanny.	non-entailment	nonsense	NotMu-NotMi	deontic
344	It is not mandatory to codswallop.	It is not acceptable to codswallop.	non-entailment	nonsense	NotMu-NotMi	deontic
345	It is not the case that you must malarkey.	It is not the case that you can malarkey.	non-entailment	nonsense	NotMu-NotMi	deontic
346	It is not obligatory to shenanigans.	It is not permissible to shenanigans.	non-entailment	nonsense	NotMu-NotMi	deontic
347	There is no obligation to flummox.	You are not permitted to flummox.	non-entailment	nonsense	NotMu-NotMi	deontic
348	You are not required to bamboozle.	You are not allowed to bamboozle.	non-entailment	nonsense	NotMu-NotMi	deontic
349	It is not mandatory to discombobulate.	It is not acceptable to discombobulate.	non-entailment	nonsense	NotMu-NotMi	deontic
350	It is not the case that you must kerfuffle.	It is not the case that you can kerfuffle.	non-entailment	nonsense	NotMu-NotMi	deontic
351	It is not obligatory to razzmatazz.	It is not permissible to razzmatazz.	non-entailment	nonsense	NotMu-NotMi	deontic
352	There is no obligation to skedaddle.	You are not permitted to skedaddle.	non-entailment	nonsense	NotMu-NotMi	deontic
353	You are not required to whippersnapper.	You are not allowed to whippersnapper.	non-entailment	nonsense	NotMu-NotMi	deontic
354	It is not mandatory to nincompoop.	It is not acceptable to nincompoop.	non-entailment	nonsense	NotMu-NotMi	deontic
355	It is not the case that you must lollygag.	It is not the case that you can lollygag.	non-entailment	nonsense	NotMu-NotMi	deontic
356	It is not obligatory to wabbit.	It is not permissible to wabbit.	non-entailment	nonsense	NotMu-NotMi	deontic
357	There is no obligation to ballyhoo.	You are not permitted to ballyhoo.	non-entailment	nonsense	NotMu-NotMi	deontic
358	You are not required to poppycock.	You are not allowed to poppycock.	non-entailment	nonsense	NotMu-NotMi	deontic
359	It is not mandatory to gobbledegook.	It is not acceptable to gobbledegook.	non-entailment	nonsense	NotMu-NotMi	deontic
360	It is not the case that you must mumbo jumbo.	It is not the case that you can mumbo jumbo.	non-entailment	nonsense	NotMu-NotMi	deontic
361	It is permissible not to eat dessert.	You are required not to eat dessert.	non-entailment	congruent	MiNot-MuNot	deontic
362	You are permitted not to go to the gym.	It is mandatory not to go to the gym.	non-entailment	congruent	MiNot-MuNot	deontic
363	You are allowed not to wear makeup.	You must not wear makeup.	non-entailment	congruent	MiNot-MuNot	deontic
364	It is acceptable not to have a pet.	There is an obligation not to have a pet.	non-entailment	congruent	MiNot-MuNot	deontic
365	You can choose not to drink coffee.	It is obligatory not to drink coffee.	non-entailment	congruent	MiNot-MuNot	deontic
366	It is permissible not to watch TV.	You are required not to watch TV.	non-entailment	congruent	MiNot-MuNot	deontic
367	You are permitted not to use social media.	It is mandatory not to use social media.	non-entailment	congruent	MiNot-MuNot	deontic
368	You are allowed not to have a romantic partner.	You must not have a romantic partner.	non-entailment	congruent	MiNot-MuNot	deontic
369	It is acceptable not to celebrate your birthday.	There is an obligation not to celebrate your birthday.	non-entailment	congruent	MiNot-MuNot	deontic
370	You can choose not to go on vacation.	It is obligatory not to go on vacation.	non-entailment	congruent	MiNot-MuNot	deontic
371	It is permissible not to own a house.	You are required not to own a house.	non-entailment	congruent	MiNot-MuNot	deontic
372	You are permitted not to have a job.	It is mandatory not to have a job.	non-entailment	congruent	MiNot-MuNot	deontic
373	You are allowed not to drive a car.	You must not drive a car.	non-entailment	congruent	MiNot-MuNot	deontic
374	It is acceptable not to have children.	There is an obligation not to have children.	non-entailment	congruent	MiNot-MuNot	deontic
375	You can choose not to get married.	It is obligatory not to get married.	non-entailment	congruent	MiNot-MuNot	deontic
376	It is permissible not to believe in anything.	You are required not to believe in anything.	non-entailment	congruent	MiNot-MuNot	deontic
377	You are permitted not to have any friends.	It is mandatory not to have any friends.	non-entailment	congruent	MiNot-MuNot	deontic
378	You are allowed not to have any hobbies.	You must not have any hobbies.	non-entailment	congruent	MiNot-MuNot	deontic
379	It is acceptable not to care about anything.	There is an obligation not to care about anything.	non-entailment	congruent	MiNot-MuNot	deontic
380	You can choose not to do anything.	It is obligatory not to do anything.	non-entailment	congruent	MiNot-MuNot	deontic
381	It is permissible not to eat healthy food.	It is obligatory not to eat healthy food.	non-entailment	incongruent	MiNot-MuNot	deontic
382	You are permitted not to exercise regularly.	There is an obligation not to exercise regularly.	non-entailment	incongruent	MiNot-MuNot	deontic
383	You are allowed not to brush your teeth.	You are required not to brush your teeth.	non-entailment	incongruent	MiNot-MuNot	deontic
384	It is acceptable not to bathe.	It is mandatory not to bathe.	non-entailment	incongruent	MiNot-MuNot	deontic
385	You can choose not to sleep at night.	You must not sleep at night.	non-entailment	incongruent	MiNot-MuNot	deontic
386	It is permissible not to learn new things.	It is obligatory not to learn new things.	non-entailment	incongruent	MiNot-MuNot	deontic
387	You are permitted not to help others in need.	There is an obligation not to help others in need.	non-entailment	incongruent	MiNot-MuNot	deontic
388	You are allowed not to be kind to animals.	You are required not to be kind to animals.	non-entailment	incongruent	MiNot-MuNot	deontic
389	It is acceptable not to tell the truth.	It is mandatory not to tell the truth.	non-entailment	incongruent	MiNot-MuNot	deontic
390	You can choose not to respect other people's property.	You must not respect other people's property.	non-entailment	incongruent	MiNot-MuNot	deontic
391	It is permissible not to follow traffic laws.	It is obligatory not to follow traffic laws.	non-entailment	incongruent	MiNot-MuNot	deontic
392	You are permitted not to pay your taxes.	There is an obligation not to pay your taxes.	non-entailment	incongruent	MiNot-MuNot	deontic
393	You are allowed not to recycle.	You are required not to recycle.	non-entailment	incongruent	MiNot-MuNot	deontic
394	It is acceptable not to conserve water.	It is mandatory not to conserve water.	non-entailment	incongruent	MiNot-MuNot	deontic
395	You can choose not to vote in elections.	You must not vote in elections.	non-entailment	incongruent	MiNot-MuNot	deontic
396	It is permissible not to care for the environment.	It is obligatory not to care for the environment.	non-entailment	incongruent	MiNot-MuNot	deontic
397	You are permitted not to show gratitude.	There is an obligation not to show gratitude.	non-entailment	incongruent	MiNot-MuNot	deontic
398	You are allowed not to apologize for your mistakes.	You are required not to apologize for your mistakes.	non-entailment	incongruent	MiNot-MuNot	deontic
399	It is acceptable not to keep your promises.	It is mandatory not to keep your promises.	non-entailment	incongruent	MiNot-MuNot	deontic
400	You can choose not to forgive others.	You must not forgive others.	non-entailment	incongruent	MiNot-MuNot	deontic
401	It is permissible not to flibbertigibbet.	You are required not to flibbertigibbet.	non-entailment	nonsense	MiNot-MuNot	deontic
402	You are permitted not to gobbledygook.	It is mandatory not to gobbledygook.	non-entailment	nonsense	MiNot-MuNot	deontic
403	You are allowed not to hootenanny.	You must not hootenanny.	non-entailment	nonsense	MiNot-MuNot	deontic
404	It is acceptable not to codswallop.	There is an obligation not to codswallop.	non-entailment	nonsense	MiNot-MuNot	deontic
405	You can choose not to malarkey.	It is obligatory not to malarkey.	non-entailment	nonsense	MiNot-MuNot	deontic
406	It is permissible not to shenanigans.	You are required not to shenanigans.	non-entailment	nonsense	MiNot-MuNot	deontic
407	You are permitted not to flummox.	It is mandatory not to flummox.	non-entailment	nonsense	MiNot-MuNot	deontic
408	You are allowed not to bamboozle.	You must not bamboozle.	non-entailment	nonsense	MiNot-MuNot	deontic
409	It is acceptable not to discombobulate.	There is an obligation not to discombobulate.	non-entailment	nonsense	MiNot-MuNot	deontic
410	You can choose not to kerfuffle.	It is obligatory not to kerfuffle.	non-entailment	nonsense	MiNot-MuNot	deontic
411	It is permissible not to razzmatazz.	You are required not to razzmatazz.	non-entailment	nonsense	MiNot-MuNot	deontic
412	You are permitted not to skedaddle.	It is mandatory not to skedaddle.	non-entailment	nonsense	MiNot-MuNot	deontic
413	You are allowed not to whippersnapper.	You must not whippersnapper.	non-entailment	nonsense	MiNot-MuNot	deontic
414	It is acceptable not to nincompoop.	There is an obligation not to nincompoop.	non-entailment	nonsense	MiNot-MuNot	deontic
415	You can choose not to lollygag.	It is obligatory not to lollygag.	non-entailment	nonsense	MiNot-MuNot	deontic
416	It is permissible not to wabbit.	You are required not to wabbit.	non-entailment	nonsense	MiNot-MuNot	deontic
417	You are permitted not to ballyhoo.	It is mandatory not to ballyhoo.	non-entailment	nonsense	MiNot-MuNot	deontic
418	You are allowed not to poppycock.	You must not poppycock.	non-entailment	nonsense	MiNot-MuNot	deontic
419	It is acceptable not to gobbledegook.	There is an obligation not to gobbledegook.	non-entailment	nonsense	MiNot-MuNot	deontic
420	You can choose not to mumbo jumbo.	It is obligatory not to mumbo jumbo.	non-entailment	nonsense	MiNot-MuNot	deontic
421	It is permissible to eat vegetables.	You are required to eat vegetables.	non-entailment	congruent	Mi-Mu	deontic
422	You are permitted to go to bed early.	It is mandatory to go to bed early.	non-entailment	congruent	Mi-Mu	deontic
423	You are allowed to wear a hat.	You must wear a hat.	non-entailment	congruent	Mi-Mu	deontic
424	It is acceptable to take a break.	There is an obligation to take a break.	non-entailment	congruent	Mi-Mu	deontic
425	You can choose to drink water.	It is obligatory to drink water.	non-entailment	congruent	Mi-Mu	deontic
426	It is permissible to exercise.	You are required to exercise.	non-entailment	congruent	Mi-Mu	deontic
427	You are permitted to read a book.	It is mandatory to read a book.	non-entailment	congruent	Mi-Mu	deontic
428	You are allowed to take a walk.	You must take a walk.	non-entailment	congruent	Mi-Mu	deontic
429	It is acceptable to listen to music.	There is an obligation to listen to music.	non-entailment	congruent	Mi-Mu	deontic
430	You can choose to learn a new language.	It is obligatory to learn a new language.	non-entailment	congruent	Mi-Mu	deontic
431	It is permissible to help others.	You are required to help others.	non-entailment	congruent	Mi-Mu	deontic
432	You are permitted to be kind.	It is mandatory to be kind.	non-entailment	congruent	Mi-Mu	deontic
433	You are allowed to be honest.	You must be honest.	non-entailment	congruent	Mi-Mu	deontic
434	It is acceptable to be respectful.	There is an obligation to be respectful.	non-entailment	congruent	Mi-Mu	deontic
435	You can choose to be responsible.	It is obligatory to be responsible.	non-entailment	congruent	Mi-Mu	deontic
436	It is permissible to express your emotions.	You are required to express your emotions.	non-entailment	congruent	Mi-Mu	deontic
437	You are permitted to ask for help.	It is mandatory to ask for help.	non-entailment	congruent	Mi-Mu	deontic
438	You are allowed to make mistakes.	You must make mistakes.	non-entailment	congruent	Mi-Mu	deontic
439	It is acceptable to forgive yourself.	There is an obligation to forgive yourself.	non-entailment	congruent	Mi-Mu	deontic
440	You can choose to love yourself.	It is obligatory to love yourself.	non-entailment	congruent	Mi-Mu	deontic
441	It is permissible to eat dessert first.	It is obligatory to eat dessert first.	non-entailment	incongruent	Mi-Mu	deontic
442	You are permitted to sing in public.	There is an obligation to sing in public.	non-entailment	incongruent	Mi-Mu	deontic
443	You are allowed to dance in the street.	You are required to dance in the street.	non-entailment	incongruent	Mi-Mu	deontic
444	It is acceptable to wear pajamas to the store.	It is mandatory to wear pajamas to the store.	non-entailment	incongruent	Mi-Mu	deontic
445	You can choose to stay up all night.	You must stay up all night.	non-entailment	incongruent	Mi-Mu	deontic
446	It is permissible to laugh at a funeral.	It is obligatory to laugh at a funeral.	non-entailment	incongruent	Mi-Mu	deontic
447	You are permitted to cry at a wedding.	There is an obligation to cry at a wedding.	non-entailment	incongruent	Mi-Mu	deontic
448	You are allowed to disagree with your boss.	You are required to disagree with your boss.	non-entailment	incongruent	Mi-Mu	deontic
449	It is acceptable to arrive late for an appointment.	It is mandatory to arrive late for an appointment.	non-entailment	incongruent	Mi-Mu	deontic
450	You can choose to leave your dishes unwashed.	You must leave your dishes unwashed.	non-entailment	incongruent	Mi-Mu	deontic
451	It is permissible to talk during a movie.	It is obligatory to talk during a movie.	non-entailment	incongruent	Mi-Mu	deontic
452	You are permitted to interrupt someone while they are speaking.	There is an obligation to interrupt someone while they are speaking.	non-entailment	incongruent	Mi-Mu	deontic
453	You are allowed to use your phone during a meeting.	You are required to use your phone during a meeting.	non-entailment	incongruent	Mi-Mu	deontic
454	It is acceptable to tell a white lie.	It is mandatory to tell a white lie.	non-entailment	incongruent	Mi-Mu	deontic
455	You can choose to ignore a friend's request.	You must ignore a friend's request.	non-entailment	incongruent	Mi-Mu	deontic
456	It is permissible to change your mind.	It is obligatory to change your mind.	non-entailment	incongruent	Mi-Mu	deontic
457	You are permitted to daydream during class.	There is an obligation to daydream during class.	non-entailment	incongruent	Mi-Mu	deontic
458	You are allowed to take a nap in the middle of the day.	You are required to take a nap in the middle of the day.	non-entailment	incongruent	Mi-Mu	deontic
459	It is acceptable to sing off-key.	It is mandatory to sing off-key.	non-entailment	incongruent	Mi-Mu	deontic
460	You can choose to wear mismatched socks.	You must wear mismatched socks.	non-entailment	incongruent	Mi-Mu	deontic
461	It is permissible to flibbertigibbet.	You are required to flibbertigibbet.	non-entailment	nonsense	Mi-Mu	deontic
462	You are permitted to gobbledygook.	It is mandatory to gobbledygook.	non-entailment	nonsense	Mi-Mu	deontic
463	You are allowed to hootenanny.	You must hootenanny.	non-entailment	nonsense	Mi-Mu	deontic
464	It is acceptable to codswallop.	There is an obligation to codswallop.	non-entailment	nonsense	Mi-Mu	deontic
465	You can choose to malarkey.	It is obligatory to malarkey.	non-entailment	nonsense	Mi-Mu	deontic
466	It is permissible to shenanigans.	You are required to shenanigans.	non-entailment	nonsense	Mi-Mu	deontic
467	You are permitted to flummox.	It is mandatory to flummox.	non-entailment	nonsense	Mi-Mu	deontic
468	You are allowed to bamboozle.	You must bamboozle.	non-entailment	nonsense	Mi-Mu	deontic
469	It is acceptable to discombobulate.	There is an obligation to discombobulate.	non-entailment	nonsense	Mi-Mu	deontic
470	You can choose to kerfuffle.	It is obligatory to kerfuffle.	non-entailment	nonsense	Mi-Mu	deontic
471	It is permissible to razzmatazz.	You are required to razzmatazz.	non-entailment	nonsense	Mi-Mu	deontic
472	You are permitted to skedaddle.	It is mandatory to skedaddle.	non-entailment	nonsense	Mi-Mu	deontic
473	You are allowed to whippersnapper.	You must whippersnapper.	non-entailment	nonsense	Mi-Mu	deontic
474	It is acceptable to nincompoop.	There is an obligation to nincompoop.	non-entailment	nonsense	Mi-Mu	deontic
475	You can choose to lollygag.	It is obligatory to lollygag.	non-entailment	nonsense	Mi-Mu	deontic
476	It is permissible to wabbit.	You are required to wabbit.	non-entailment	nonsense	Mi-Mu	deontic
477	You are permitted to ballyhoo.	It is mandatory to ballyhoo.	non-entailment	nonsense	Mi-Mu	deontic
478	You are allowed to poppycock.	You must poppycock.	non-entailment	nonsense	Mi-Mu	deontic
479	It is acceptable to gobbledegook.	There is an obligation to gobbledegook.	non-entailment	nonsense	Mi-Mu	deontic
480	You can choose to mumbo jumbo.	It is obligatory to mumbo jumbo.	non-entailment	nonsense	Mi-Mu	deontic
481	You may ride a bicycle or a car.	You may ride a bicycle.	entailment	congruent	FC-Or-Elim	deontic
482	You may eat cake or cookies.	You may eat cake.	entailment	congruent	FC-Or-Elim	deontic
483	You may drink coffee or tea.	You may drink coffee.	entailment	congruent	FC-Or-Elim	deontic
484	You may read a book or a magazine.	You may read a book.	entailment	congruent	FC-Or-Elim	deontic
485	You may watch a movie or a TV show.	You may watch a movie.	entailment	congruent	FC-Or-Elim	deontic
486	You may listen to music or a podcast.	You may listen to music.	entailment	congruent	FC-Or-Elim	deontic
487	You may play games or sports.	You may play games.	entailment	congruent	FC-Or-Elim	deontic
488	You may study math or science.	You may study math.	entailment	congruent	FC-Or-Elim	deontic
489	You may learn to sing or dance.	You may learn to sing.	entailment	congruent	FC-Or-Elim	deontic
490	You may travel to Japan or France.	You may travel to Japan.	entailment	congruent	FC-Or-Elim	deontic
491	You may buy a house or an apartment.	You may buy a house.	entailment	congruent	FC-Or-Elim	deontic
492	You may adopt a cat or a dog.	You may adopt a cat.	entailment	congruent	FC-Or-Elim	deontic
493	You may wear a dress or pants.	You may wear a dress.	entailment	congruent	FC-Or-Elim	deontic
494	You may cook dinner or order takeout.	You may cook dinner.	entailment	congruent	FC-Or-Elim	deontic
495	You may go to the park or the beach.	You may go to the park.	entailment	congruent	FC-Or-Elim	deontic
496	You may take a bath or a shower.	You may take a bath.	entailment	congruent	FC-Or-Elim	deontic
497	You may write a letter or an email.	You may write a letter.	entailment	congruent	FC-Or-Elim	deontic
498	You may call your friend or your family.	You may call your friend.	entailment	congruent	FC-Or-Elim	deontic
499	You may draw a picture or paint a picture.	You may draw a picture.	entailment	congruent	FC-Or-Elim	deontic
500	You may plant a tree or a flower.	You may plant a tree.	entailment	congruent	FC-Or-Elim	deontic
501	You may walk on water or breathe underwater.	You may walk on water.	entailment	incongruent	FC-Or-Elim	deontic
502	You may have a pet dragon or talk to animals.	You may have a pet dragon.	entailment	incongruent	FC-Or-Elim	deontic
503	You may turn invisible or control the weather.	You may turn invisible.	entailment	incongruent	FC-Or-Elim	deontic
504	You may live forever or travel through time.	You may live forever.	entailment	incongruent	FC-Or-Elim	deontic
505	You may have superhuman strength or read minds.	You may have superhuman strength.	entailment	incongruent	FC-Or-Elim	deontic
506	You may teleport or become invisible.	You may teleport.	entailment	incongruent	FC-Or-Elim	deontic
507	You may fly like a bird or breathe underwater like a fish.	You may fly like a bird.	entailment	incongruent	FC-Or-Elim	deontic
508	You may have a photographic memory or speak any language.	You may have a photographic memory.	entailment	incongruent	FC-Or-Elim	deontic
509	You may control fire or control water.	You may control fire.	entailment	incongruent	FC-Or-Elim	deontic
510	You may run at the speed of light or jump to the moon.	You may run at the speed of light.	entailment	incongruent	FC-Or-Elim	deontic
511	You may possess telekinesis or predict the future.	You may possess telekinesis.	entailment	incongruent	FC-Or-Elim	deontic
512	You may create matter or destroy matter.	You may create matter.	entailment	incongruent	FC-Or-Elim	deontic
513	You may stop time or rewind time.	You may stop time.	entailment	incongruent	FC-Or-Elim	deontic
514	You may walk through walls or become weightless.	You may walk through walls.	entailment	incongruent	FC-Or-Elim	deontic
515	You may shapeshift into any animal or communicate with plants.	You may shapeshift into any animal.	entailment	incongruent	FC-Or-Elim	deontic
516	You may live on Mars or breathe in space.	You may live on Mars.	entailment	incongruent	FC-Or-Elim	deontic
517	You may have x-ray vision or super hearing.	You may have x-ray vision.	entailment	incongruent	FC-Or-Elim	deontic
518	You may control gravity or control light.	You may control gravity.	entailment	incongruent	FC-Or-Elim	deontic
519	You may transform into any object or clone yourself.	You may transform into any object.	entailment	incongruent	FC-Or-Elim	deontic
520	You may own a unicorn or ride a pegasus.	You may own a unicorn.	entailment	incongruent	FC-Or-Elim	deontic
521	You may floober a gleep or a glorp.	You may floober a gleep.	entailment	nonsense	FC-Or-Elim	deontic
522	You may zizzle a fizz or a wuzzle.	You may zizzle a fizz.	entailment	nonsense	FC-Or-Elim	deontic
523	You may quip a zarp or a fleep.	You may quip a zarp.	entailment	nonsense	FC-Or-Elim	deontic
524	You may gorp a flummox or a quibble.	You may gorp a flummox.	entailment	nonsense	FC-Or-Elim	deontic
525	You may splot a whiffle or a zizzle.	You may splot a whiffle.	entailment	nonsense	FC-Or-Elim	deontic
526	You may flibbit a glop or a zizzle.	You may flibbit a glop.	entailment	nonsense	FC-Or-Elim	deontic
527	You may whoosh a fizz or a wuzzle.	You may whoosh a fizz.	entailment	nonsense	FC-Or-Elim	deontic
528	You may zizzle a fleep or a glorp.	You may zizzle a fleep.	entailment	nonsense	FC-Or-Elim	deontic
529	You may glorp a quip or a wuzzle.	You may glorp a quip.	entailment	nonsense	FC-Or-Elim	deontic
530	You may wuzzle a splot or a flummox.	You may wuzzle a splot.	entailment	nonsense	FC-Or-Elim	deontic
