ID	ORIGINAL_ID	premises_ja	hypothesis_ja	premises_en	hypothesis_en	gold	mood	inference-type	content-type	conversion	atmosphere
145	211	すべての果物は食べ物である。 どの食べ物も石でない。	すべての果物は石である。	Every fruit is food. No food is a stone.	All fruits are stone.	contradiction	AEA	syllogism	incongruent	no	no
146	212	すべての果物は食べ物である。 どの食べ物も石でない。	ある果物は石である。	Every fruit is food. No food is a stone.	Some fruits are stones.	contradiction	AEI	syllogism	incongruent	no	no
147	213	すべての果物は食べ物である。 どの食べ物も石でない。	どの果物も石でない。	Every fruit is food. No food is a stone.	No fruits are stones.	entailment	AEE	syllogism	congruent	no	no
148	214	もし花子がO型であるなら花子の娘はB型である。花子の娘はB型でない。	花子はO型である。	If Hanako has blood type O, then Hanako's daughter has blood type B. Hanako's daughter does not have blood type B.	Hanako has blood type O.	contradiction	propositional	propositional	congruent	no	no
149	215	もし花子がO型であるなら花子の娘はB型である。花子の娘はB型でない。	花子はO型でない。	If Hanako has blood type O, then Hanako's daughter has blood type B. Hanako's daughter does not have blood type B.	Hanako does not have blood type O.	entailment	propositional	propositional	congruent	no	no
150	216	太郎が高校生であるなら太郎はジュースをもらえる。太郎はジュースをもらえない。	太郎は高校生である。	If Taro is a high school student, Taro gets juice. Taro does not get juice.	Taro is a high school student.	contradiction	propositional	propositional	congruent	no	no
151	217	太郎が高校生であるなら太郎はジュースをもらえる。太郎はジュースをもらえない。	太郎は高校生でない。	If Taro is a high school student, Taro gets juice. Taro does not get juice.	Taro is not a high school student.	entailment	propositional	propositional	congruent	no	no
152	218	悪魔が存在するか神が存在する。悪魔が存在するならば、神も存在する。	神が存在する。	Either the devil exists or God exists. If the devil exists, God exists.	God exists.	entailment	propositional	propositional	others	no	no
153	219	悪魔が存在するか神が存在する。悪魔が存在するならば、神も存在する。	神は存在しない。	Either the devil exists or God exists. If the devil exists, God exists.	God does not exist.	contradiction	propositional	propositional	others	no	no
154	220	悪魔が存在するか神が存在する。悪魔が存在するならば、神も存在する。	悪魔が存在する。	Either the devil exists or God exists. If the devil exists, God exists.	The devil exists.	neutral	propositional	propositional	others	no	no
155	221	花子がO型であるか花子の娘がB型である。花子がO型ならば、花子の娘はB型である。	花子の娘はB型である。	Hanako has blood type O or Hanako's daughter has blood type B. If Hanako has blood type O, then Hanako's daughter has blood type B.	Hanako's daughter has blood type B.	entailment	propositional	propositional	congruent	no	no
156	222	花子がO型であるか花子の娘がB型である。花子がO型ならば、花子の娘はB型である。	花子の娘はB型でない。	Hanako has blood type O or Hanako's daughter has blood type B. If Hanako has blood type O, then Hanako's daughter has blood type B.	Hanako's daughter does not have blood type B.	contradiction	propositional	propositional	congruent	no	no
157	223	花子がO型であるか花子の娘がB型である。花子がO型ならば、花子の娘はB型である。	花子の娘はO型である。	Hanako has blood type O or Hanako's daughter has blood type B. If Hanako has blood type O, then Hanako's daughter has blood type B.	Hanako's daughter has blood type O.	contradiction	propositional	propositional	congruent	no	no
158	224	人類が存続するか地球が滅びるかのどちらかである。 人類は存続しない。	地球は滅びない。	Either humanity will survive or the earth will perish. Humanity will not survive.	The earth will not perish.	contradiction	propositional	propositional	others	no	no
159	225	人類が存続するか地球が滅びるかのどちらかである。 人類は存続しない。	地球は滅びる。	Either humanity will survive or the earth will perish. Humanity will not survive.	The earth will perish.	entailment	propositional	propositional	others	no	no
160	226	人類が存続するか地球が滅びるかのどちらかである。 人類は存続しない。	人類は存続する。	Either humanity will survive or the earth will perish. Humanity will not survive.	Humanity will survive.	contradiction	propositional	propositional	others	no	no
161	227	花子はA型かB型である。 花子はA型でない。	花子はB型である。	Hanako has blood type A or B. Hanako does not have blood type A.	Hanako has blood type B.	entailment	propositional	propositional	congruent	no	no
162	228	花子はA型かB型である。 花子はA型でない。	花子はB型でない。	Hanako has blood type A or B. Hanako does not have blood type A.	Hanako does not have blood type B.	contradiction	propositional	propositional	congruent	no	no
163	229	花子はA型かB型である。 花子はA型でない。	花子はA型である。	Hanako has blood type A or B. Hanako does not have blood type A.	Hanako has blood type A.	contradiction	propositional	propositional	congruent	no	no
164	230	太郎が高校生なら太郎はジュースをもらえる。 太郎が高校生でないなら太郎はジュースをもらえる。	太郎はジュースをもらえる。	If Taro is a high school student, Taro gets juice. If Taro is not a high school student, Taro gets juice.	Taro gets juice.	entailment	propositional	propositional	congruent	no	no
165	231	太郎が高校生なら太郎はジュースをもらえる。 太郎が高校生でないなら太郎はジュースをもらえる。	太郎はジュースをもらえない。	If Taro is a high school student, Taro gets juice. If Taro is not a high school student, Taro gets juice.	Taro does not get juice.	contradiction	propositional	propositional	congruent	no	no
166	232	太郎がO型なら太郎の息子はB型である。太郎がO型でないなら太郎の息子はB型である。	太郎の息子はB型である。	If Taro has blood type O, then Taro's son has blood type B. If Taro does not have blood type O, then Taro's son has blood type B.	Taro's son has blood type B.	entailment	propositional	propositional	congruent	no	no
167	233	太郎がO型なら太郎の息子はB型である。太郎がO型でないなら太郎の息子はB型である。	太郎の息子はB型でない。	If Taro has blood type O, then Taro's son has blood type B. If Taro does not have type O, then Taro's son has blood type B.	Taro's son does not have blood type B.	contradiction	propositional	propositional	congruent	no	no
168	234	彼は韓国人か中国人である。彼が中国人なら彼は中国語を話せる。彼は中国語を話せない。	彼は韓国人である。	He is either Korean or Chinese. If he is Chinese, he speaks Chinese. He does not speak Chinese.	He is Korean.	entailment	propositional	propositional	congruent	no	no
169	235	彼は韓国人か中国人である。彼が中国人なら彼は中国語を話せる。彼は中国語を話せない。	彼は中国人である。	He is either Korean or Chinese. If he is Chinese, he speaks Chinese. He does not speak Chinese.	He is Chinese.	contradiction	propositional	propositional	congruent	no	no
170	236	彼は韓国人か中国人である。彼が中国人なら彼は中国語を話せる。彼は中国語を話せない。	彼は韓国人でない。	He is either Korean or Chinese. If he is Chinese, he speaks Chinese. He does not speak Chinese.	He is not Korean.	contradiction	propositional	propositional	congruent	no	no
171	237	この液体には化学物質Aか化学物質Bが入っている。この液体に化学物質Bが入っているなら、必ず化学物質Cも入っている。この液体に化学物質Cが入っていない。	この液体には化学物質Aが入っている。	This liquid contains either chemical A or chemical B. If this liquid contains chemical B, it must also contain chemical C. This liquid does not contain chemical C.	This liquid contains chemical A.	entailment	propositional	propositional	congruent	no	no
172	238	この液体には化学物質Aか化学物質Bが入っている。この液体に化学物質Bが入っているなら、必ず化学物質Cも入っている。この液体に化学物質Cが入っていない。	この液体には化学物質Bが入っている。	This liquid contains either chemical A or chemical B. If this liquid contains chemical B, it must also contain chemical C. This liquid does not contain chemical C.	This liquid contains chemical B.	contradiction	propositional	propositional	congruent	no	no
173	239	この液体には化学物質Aか化学物質Bが入っている。この液体に化学物質Bが入っているなら、必ず化学物質Cも入っている。この液体に化学物質Cが入っていない。	この液体には化学物質Aが入っていない。	This liquid contains either chemical A or chemical B. If this liquid contains chemical B, it must also contain chemical C. This liquid does not contain chemical C.	This liquid does not contain chemical A.	contradiction	propositional	propositional	congruent	no	no
174	240	もし太郎が幸せならば、太郎は金と暇がある。太郎は暇があると金がない。	太郎は幸せである。	If Taro is happy, Taro has money and leisure time. If Taro has leisure time, he has no money.	Taro is happy.	contradiction	propositional	propositional	congruent	no	no
175	241	もし太郎が幸せならば、太郎は金と暇がある。太郎は暇があると金がない。	太郎は幸せでない。	If Taro is happy, Taro has money and leisure time. If Taro has leisure time, he has no money.	Taro is not happy.	entailment	propositional	propositional	congruent	no	no
176	242	この液体に化学物質Aが入っているならば化学物質Bも化学物質Cも入っている。この液体に化学物質Cが入っているならば化学物質Bは入っていない。	この液体には化学物質Aが入っている。	If this liquid contains chemical A, then it also contains chemical B and chemical C. If this liquid contains chemical C, then it does not contain chemical B.	This liquid contains chemical A.	contradiction	propositional	propositional	congruent	no	no
177	243	この液体に化学物質Aが入っているならば化学物質Bも化学物質Cも入っている。この液体に化学物質Cが入っているならば化学物質Bは入っていない。	この液体には化学物質Aが入っていない。	If this liquid contains chemical A, then it also contains chemical B and chemical C. If this liquid contains chemical C, then it does not contain chemical B.	This liquid does not contain chemical A.	entailment	propositional	propositional	congruent	no	no
178	244	太郎は金を持っていて暇ならば、太郎は幸せである。太郎は金を持っている。	太郎は暇ならば幸せである。	If Taro has money and is not busy, Taro is happy. Taro has money.	Taro is happy if he is not busy.	entailment	propositional	propositional	congruent	no	no
179	245	太郎は金を持っていて暇ならば、太郎は幸せである。太郎は金を持っている。	太郎は暇ならば幸せでない。	If Taro has money and is not busy, Taro is happy. Taro has money.	Taro is not happy if he is not busy.	contradiction	propositional	propositional	congruent	no	no
180	246	太郎は金を持っていて暇ならば、太郎は幸せである。太郎は金を持っている。	太郎は暇でないならば幸せでない。	If Taro has money and is not busy, Taro is happy. Taro has money.	Taro is not happy if he is busy.	neutral	propositional	propositional	congruent	no	no
181	247	この液体に化学物質AとBが入っていれば、Cも入っている。この液体には化学物質Aが入っている。	この液体に化学物質Bが入っていればCが入っている。	If this liquid contains chemicals A and B, it also contains C. This liquid contains chemical A.	If this liquid contains chemical B, it contains C.	entailment	propositional	propositional	congruent	no	no
182	248	この液体に化学物質AとBが入っていれば、Cも入っている。この液体には化学物質Aが入っている。	この液体に化学物質Bが入っていればCは入っていない。	If this liquid contains chemicals A and B, it also contains C. This liquid contains chemical A.	If this liquid contains chemical B, it does not contain C.	contradiction	propositional	propositional	congruent	no	no
183	249	この液体に化学物質AとBが入っていれば、Cも入っている。この液体には化学物質Aが入っている。	この液体に化学物質Bが入っていなければCも入っていない。	If this liquid contains chemicals A and B, it also contains C. This liquid contains chemical A.	If this liquid does not contain chemical B, it does not contain C either.	neutral	propositional	propositional	congruent	no	no
184	250	化学実験である液体の化学成分を調べた。最初の実験ではこの液体は化学物質Bが入っていないか、化学物質Aが入っていることが分かった。次の実験でCが入っていないか、Bが入っていることが分かった。	この液体には化学物質Cが入っているかBが入っている。	We examined the chemical composition of a certain liquid in a chemistry experiment. The first experiment showed that this liquid either did not contain chemical B or contained chemical A. In the next experiment, we found that it either did not contain C or contained B.	This liquid contains chemical C or B.	neutral	propositional	propositional	congruent	no	no
185	251	化学実験である液体の化学成分を調べた。最初の実験ではこの液体は化学物質Bが入っていないか、化学物質Aが入っていることが分かった。次の実験でCが入っていないか、Bが入っていることが分かった。	この液体には化学物質Aが入っているかBが入っている。	We examined the chemical composition of a certain liquid in a chemistry experiment. The first experiment showed that this liquid either did not contain chemical B or contained chemical A. In the next experiment, we found that it either did not contain C or contained B.	This liquid contains chemical A or B.	neutral	propositional	propositional	congruent	no	no
186	252	化学実験である液体の化学成分を調べた。最初の実験ではこの液体は化学物質Bが入っていないか、化学物質Aが入っていることが分かった。次の実験でCが入っていないか、Bが入っていることが分かった。	この液体には化学物質Cが入っていないかAが入っている。	We examined the chemical composition of a certain liquid in a chemistry experiment. The first experiment showed that this liquid either did not contain chemical B or contained chemical A. In the next experiment, we found that it either did not contain C or contained B.	This liquid does not contain chemical C or A.	entailment	propositional	propositional	congruent	no	no
187	253	もし花子が留守ならば、太郎か次郎が家にいる。もし太郎が留守ならば次郎も留守である。	花子が留守ならば太郎が家にいる。	If Hanako is not home, then Taro or Jiro is home. If Taro is not home, then Jiro is also not home.	If Hanako is not home, Taro is home.	entailment	propositional	propositional	congruent	no	no
188	254	もし花子が留守ならば、太郎か次郎が家にいる。もし太郎が留守ならば次郎も留守である。	花子が留守ならば次郎が家にいる。	If Hanako is not home, then Taro or Jiro is home. If Taro is not home, then Jiro is also not home.	If Hanako is not home, Jiro is home.	neutral	propositional	propositional	congruent	no	no
189	255	もし花子が留守ならば、太郎か次郎が家にいる。もし太郎が留守ならば次郎も留守である。	花子が留守ならば太郎も次郎も家にいる。	If Hanako is not home, then Taro or Jiro is home. If Taro is not home, then Jiro is also not home.	If Hanako is not home, Taro and Jiro are home.	neutral	propositional	propositional	congruent	no	no
190	256	すべての膜タンパク質は血漿膜である。どの血漿膜も血小板膜でない。	どの膜タンパク質も血小板膜でない。	All membrane proteins are plasma membranes. No plasma membranes are platelet membranes.	No membrane proteins are platelet membranes.	entailment	AEE	syllogism	others	no	no
191	257	すべてのβ受容体は感光性色素である。どの感光性色素もフィトクラム分子でない。	どのフィトクラム分子もβ受容体でない。	All β-receptors are photosensitive dyes. No photosensitive dyes are phytoclam molecules.	No phytoclam molecules are β-receptors.	entailment	AEE	syllogism	others	no	no
192	258	すべてのアンモニアは塩基である。あるアンモニアは溶媒である。	ある溶媒は塩基である。	All ammonia is a base. Some ammonia is a solvent.	Some solvents are bases.	entailment	AII	syllogism	others	no	no
193	259	すべての不可知論者はストア主義者である。ある不可知論者は懐疑的である。	すべてのストア主義者は懐疑的である。	All agnostics are stoics. Some agnostics are skeptical.	All Stoics are skeptical.	neutral	AIA	syllogism	others	no	no
194	260	すべての超空間はエルミート空間である。ある超空間はベクトル空間でない。	あるベクトル空間はエルミート空間でない。	All hyperspaces are Hermitian spaces. Some hyperspaces are not vector spaces.	Some vector spaces are not Hermitian.	neutral	AOO	syllogism	others	no	yes
195	265	すべてのチンパンジーは動物である。チンパンジーのあるものは霊長類である。	動物のあるものは霊長類でない。	All chimpanzees are animals. Some chimpanzees are primates.	Some animals are not primates.	neutral	AIO	syllogism	incongruent	no	yes
196	266	どの学生も馬でない。 人間のある者は学生である。	馬のあるものは人間でない。	No student is a horse. Some human being is a student.	A certain horse is not a human being.	neutral	EIO	syllogism	congruent	no	yes
197	267	どの人間も昆虫でない。 昆虫のあるものはオスである。	人間のある者はオスでない。	No human being is an insect. Certain insects are males.	Some humans are not males.	neutral	EIO	syllogism	incongruent	no	yes
198	268	どの嗜好品も高価でない。 タバコのあるものは高価でない。	嗜好品のあるものはタバコでない。	No luxury items are expensive. Some cigarettes are not expensive.	Some luxury items are not cigarettes.	neutral	EIO	syllogism	incongruent	no	yes
199	269	すべてのスズメは鳥である。 どの石もスズメでない。	どの鳥も石でない。	Every sparrow is a bird. No stone is a sparrow.	No bird is a stone.	neutral	AEE	syllogism	congruent	yes	no
200	270	すべての人間はロボットである。 すべてのロボットは機械である。	すべての人間は機械である。	All humans are robots. All robots are machines.	All humans are machines.	entailment	AAA	syllogism	incongruent	no	no
201	271	ワニのあるものは爬虫類である。 すべての爬虫類は人間である。	ワニのあるものは人間である。	Some crocodile is reptile. All reptiles are human.	A crocodile is human.	entailment	IAI	syllogism	incongruent	no	no
202	272	すべてのハトは鳥である。 ハトのあるものは猫である。	鳥のあるものは猫である。	All pigeons are birds. Some pigeons are cats.	Some birds are cats.	entailment	AII	syllogism	incongruent	no	no
203	273	すべてのプードルはイヌである。 どのプードルもタバコを吸わない。	どのイヌもタバコを吸わない。	All poodles are canines. No poodles smoke.	No canines smoke.	neutral	AEE	syllogism	congruent	yes	no
204	274	哺乳類のあるものは手を持つ。 どの鳥も哺乳類でない。	鳥のあるものは手を持たない。	Some mammals have hands. No birds are mammals.	Some birds do not have hands.	neutral	IEO	syllogism	congruent	no	yes
205	275	どのロボットも人間でない。 すべての人間は生物である。	生物のあるものはロボットでない。	No robot is human. Every human being is a living thing.	A certain living thing is not a robot.	neutral	EAO	syllogism	congruent	yes	no
206	276	野球選手のある者はスポーツマンである。 すべてのスポーツマンは人間である。	すべての野球選手は人間である。	Some baseball player is an sportsman. All sportsmen are human beings.	All baseball players are human beings.	neutral	IAA	syllogism	congruent	no	no
207	277	すべてのトマトは植物である。 動物のあるものはトマトである。	動物のあるものは植物である。	All tomatoes are plants. Some animals are tomatoes.	Some animals are plants.	entailment	AII	syllogism	incongruent	no	no
208	278	どの人間も植物でない。 草のあるものは人間である。	草のあるものは植物でない。	No human being is a plant. Some grass is a human being.	Some grass is not a plant.	entailment	EIO	syllogism	incongruent	no	no
209	279	学生のある者は幽霊である。 どの幽霊も人間でない。	学生のある者は人間でない。	Some student is a ghost. No ghosts are human.	Some students are not human.	entailment	IEO	syllogism	incongruent	no	no
210	280	すべてのチンパンジーは霊長類である。チンパンジーのあるものは動物である。	霊長類のあるものは動物でない。	All chimpanzees are primates. Certain chimpanzees are animals.	Some primates are not animals.	neutral	AIO	syllogism	incongruent	no	yes
211	281	どのカラスもペンギンでない。鳥のあるものはカラスである。	ペンギンのあるものは鳥でない。	No crow is a penguin. Some bird is a crow.	Some penguins are not birds.	neutral	EIO	syllogism	incongruent	no	yes
212	282	どのパリ市民も東京都民でない。東京都民のある者は人間である。	パリ市民のある者は人間でない。	No citizen of Paris is a citizen of Tokyo. Some Tokyo citizen is a human being.	Some Parisian citizen is not a human being.	neutral	EIO	syllogism	incongruent	no	yes
213	283	どの警察官も銀行員でない。公務員のある者は銀行員でない。	警察のある者は公務員でない。	No police officer is a banker.  Some public official is not a banker.	A certain police officer is not a public official.	neutral	EOO	syllogism	incongruent	no	yes
214	284	すべてのスズメは鳥である。どのカラスもスズメでない。	どの鳥もカラスでない。	Every sparrow is a bird. No crow is a sparrow.	No birds are crows.	neutral	AEE	syllogism	incongruent	yes	no
215	285	すべての木は植物である。すべての植物は生物である。	すべての木は生物である。	Every tree is a plant. All plants are living things.	All trees are living things.	entailment	AAA	syllogism	congruent	no	no
216	286	野球チームのあるものはプロチームである。すべてのプロチームは有名である。	野球チームのあるものは有名である。	Some baseball teams are professional teams. All professional teams are famous.	Some baseball teams are famous.	entailment	IAI	syllogism	congruent	no	no
217	287	すべてのPCはコンピュータである。PCのあるものは中国製である。	コンピュータのあるものは中国製である。	Every PC is a computer.  Some PC is made in China.	Some computers are made in China.	entailment	AII	syllogism	congruent	no	no
218	288	すべてのトランペットは楽器である。どのトランペットも弦楽器でない。	どの楽器も弦楽器でない。	Every trumpet is an instrument. No trumpet is a stringed instrument.	No instruments are string instruments.	neutral	AEE	syllogism	incongruent	yes	no
219	289	日本人のある者は宇宙人である。どの火星人も日本人でない。	火星人のある者は宇宙人でない。	Some Japanese are aliens. No Martian is Japanese.	Some Martians are not aliens.	neutral	IEO	syllogism	incongruent	no	yes
220	290	どのマグロもサメでない。サメのあるものは魚類である。	マグロのあるものは魚類でない。	No tuna is a shark. Some shark is a fish.	Some tuna is not a fish.	neutral	EIO	syllogism	incongruent	no	yes
221	291	人間のある者は哺乳類である。すべての哺乳類は馬である。	すべての人間は馬である。	Some humans are mammals. All mammals are horses.	All humans are horses.	neutral	IAA	syllogism	incongruent	no	no
222	292	すべての店員は親切である。女性のある者は店員である。	女性のある者は親切である。	All clerks are kind. Some women are clerks.	Some women are kind.	entailment	AII	syllogism	incongruent	no	no
223	293	どの女性も男性でない。学生のある者は女性である。	学生のある者は男性でない。	No women are men. Some students are women.	Some students are not male.	entailment	EIO	syllogism	congruent	no	no
224	294	人間のある者は哺乳類である。どの哺乳類もワニでない。	人間のある者はワニでない。	Some humans are mammals. No mammal is a crocodile.	Some humans are not crocodiles.	entailment	IEO	syllogism	congruent	no	no
225	295	ある東大生は学生である。すべての東大生は人間である。	ある学生は人間である。	Some Todai students are students. All Todai students are human beings.	Some students are human.	entailment	IAI	syllogism	congruent	no	no
226	296	ある太鼓は打楽器である。すべての太鼓は楽器である。	ある打楽器は楽器である。	Some drums are percussion instruments. Every drum is a musical instrument.	Certain percussion instruments are musical instruments.	entailment	IAI	syllogism	congruent	no	no
227	297	すべてのカブトムシは昆虫である。ある生物はカブトムシである。	ある昆虫は生物である。	All beetles are insects. Some living things are beetles.	Some insects are living things.	entailment	AII	syllogism	congruent	no	no
228	298	すべてのビールは酒である。ある飲み物はビールである。	ある酒は飲み物である。	All beer is liquor. Some drinks are beer.	Some liquor is a drink.	entailment	AII	syllogism	congruent	no	no
229	299	すべての男性は動物である。ある男性は人間である。	ある人間は動物である。	All men are animals. Some men are human beings.	Some humans are animals.	entailment	AII	syllogism	congruent	no	no
230	300	すべてのお菓子は甘い。あるお菓子はケーキである。	あるケーキは甘い。	All sweets are sweet. Some sweets are cakes.	Some cakes are sweet.	entailment	AII	syllogism	congruent	no	no
231	301	ある動物は人間である。すべての動物はトマトである。	ある人間はトマトである。	Some animals are human beings. All animals are tomatoes.	Some humans are tomatoes.	entailment	IAI	syllogism	incongruent	no	no
232	303	すべての金属は液体である。ある金属は石である。	ある石は液体である。	All metals are liquids. Some metals are stones.	Some stones are liquid.	entailment	AII	syllogism	incongruent	no	no
233	304	ある金属は水である。すべての鉄は金属である。	ある鉄は水である。	Some metals are water. All iron is metal.	Some iron is water.	neutral	IAI	syllogism	incongruent	yes	yes
234	305	すべての人間は動物である。あるロボットは動物である。	ある人間はロボットである。	All humans are animals. Some robots are animals.	Some humans are robots.	neutral	AII	syllogism	incongruent	yes	yes
235	306	ある液体は食塩水である。ある金属は液体である。	ある金属は食塩水である。	Some liquid is salt water. Some metal are liquid.	Some metal is salt water.	neutral	III	syllogism	incongruent	no	yes
236	307	あるイヌはペットである。あるペットは賢い。	あるイヌは賢い。	Some canines are pets. Some pets are smart.	Some canines are smart.	neutral	III	syllogism	congruent	no	yes
237	308	ある10円玉は金属である。すべての銅は金属である。	ある銅は10円玉である。	A certain ten-yen coin is a metal. All copper is metal.	A cetain copper is a ten-yen coin.	neutral	IAI	syllogism	congruent	yes	yes
238	309	すべてのロボットは機械である。ある機械は壊れる。	あるロボットは壊れる。	All robots are machines. Some machines break.	Some robots break.	neutral	AII	syllogism	congruent	yes	yes
239	310	ある警察官は男性である。すべての警察官は公務員である。	ある男性は公務員である。	Some police officers are men. All police officers are civil servants.	Some man is a civil servant.	entailment	IAI	syllogism	congruent	no	no
240	311	ある野菜はトマトである。すべての野菜は植物である。	ある植物はトマトである。	Some vegetables are tomatoes. All vegetables are plants.	Some plant is a tomato.	entailment	IAI	syllogism	congruent	no	no
241	312	すべての女性は人間である。ある女性は教員である。	ある人間は教員である。	Every woman is a human being. Some women are teachers.	Some human being is a teacher.	entailment	AII	syllogism	congruent	no	no
242	313	すべての木は植物である。すべての植物は生物である。	ある木は生物である。	Every tree is a plant. All plants are living things.	Some trees are living things.	entailment	AAI	syllogism	congruent	no	no
243	314	すべての悪人は人間である。すべての泥棒は悪人である。	ある泥棒は人間である。	All wicked people are human. Every thief is a wicked person.	Some thieves are human.	entailment	AAI	syllogism	congruent	no	no
244	315	ある木は植物である。すべての植物は生物である。	ある木は植物でない。	Some tree is a plant. Every plant is a living thing.	Some trees are not plants.	neutral	IAO	syllogism	incongruent	no	yes
245	316	ある動物は死ぬ。すべての生物は死ぬ。	ある動物は生物でない。	Some animals die. All living things die.	Some animals are not living things.	neutral	IAO	syllogism	incongruent	no	yes
246	317	すべての魚は動物である。すべてのマグロは魚である。	あるマグロは動物である。	All fish are animals. All tuna are fish.	A certain tuna is an animal.	entailment	AAI	syllogism	congruent	no	no
247	318	ある警察官は公務員である。すべての公務員は人間である。	ある警察官は人間でない。	Some police officers are public servants. All public servants are human beings.	Certain police officers are not human.	neutral	IAO	syllogism	incongruent	no	yes
248	320	どの学生も馬でない。人間のある者は学生である。	馬のあるものは人間でない。	No student is a horse. Some human being is a student.	Some horse is not a human being.	neutral	EIO	syllogism	congruent	no	yes
249	321	すべてのスズメは鳥である。どの石もスズメでない。	どの鳥も石でない。	Every sparrow is a bird. No stone is a sparrow.	No bird is a stone.	neutral	AIE	syllogism	congruent	yes	no
250	325	すべてのBはAである。すべてのBはCである。	すべてのAはCである。	All B are A. All B are C.	All A are C.	neutral	AAA	syllogism	symbolic	yes	no
251	326	すべてのAはBである。すべてのCはBである。	すべてのAはCである。	All A are B. All C are B.	All A are C.	neutral	AAA	syllogism	symbolic	yes	no
252	328	すべてのBはAである。あるCはBでない。	あるCはAでない。	All B are A. Some C are not B.	Some C are not A.	neutral	AOO	syllogism	symbolic	yes	yes
253	329	すべてのAはBである。あるBはCでない。	あるCはAでない。	All A are B. Some B are not C.	Some C are not A.	neutral	AOO	syllogism	symbolic	yes	yes
254	330	すべてのBはAである。あるBはCでない。	あるCはAでない。	All B are A. Some B are not C.	Some C are not A.	neutral	AOO	syllogism	symbolic	yes	yes
255	331	あるBはAでない。すべてのAはCである。	あるCはBでない。	Some B are not A. All A are C.	Some C are not B.	neutral	OAO	syllogism	symbolic	yes	yes
256	332	あるAはBでない。すべてのCはAである。	あるCはBでない。	Some A are not B. All C are A.	Some C are not B.	neutral	OAO	syllogism	symbolic	yes	yes
257	333	あるBはAでない。すべてのCはAである。	あるCはBでない。	Some B are not A. All C are A.	Some C are not B.	neutral	OAO	syllogism	symbolic	yes	yes
258	334	すべての動物はチンパンジーである。ある霊長類は動物でない。	ある霊長類はチンパンジーでない。	All animals are chimpanzees. Some primates are not animals.	Some primates are not chimpanzees.	neutral	AOO	syllogism	incongruent	yes	yes
259	335	すべてのチンパンジーは動物である。ある動物は霊長類でない。	ある霊長類はチンパンジーでない。	All chimpanzees are animals. Some animals are not primates.	Some primates are not chimpanzees.	neutral	AOO	syllogism	congruent	yes	yes
260	336	すべての動物はチンパンジーである。ある動物は霊長類でない。	ある霊長類はチンパンジーでない。	All animals are chimpanzees. Some animals are not primates.	Some primates are not chimpanzees.	neutral	AOO	syllogism	incongruent	yes	yes
261	337	ある昆虫は人間でない。すべての人間は男性である。	ある男性は昆虫でない。	Some insects are not humans. All humans are males.	Some males are not insects.	neutral	OAO	syllogism	incongruent	yes	yes
262	338	ある人間は昆虫でない。すべての男性は人間である。	ある男性は昆虫でない。	Some humans are not insects. All males are humans.	Some males are not insects.	neutral	OAO	syllogism	congruent	yes	yes
263	339	ある昆虫は人間でない。すべての男性は人間である。	ある男性は昆虫でない。	Some insects are not humans. All males are humans.	Some males are not insects.	neutral	OAO	syllogism	congruent	yes	yes
264	340	すべての鳥はすずめである。すべての鳥は石である。	すべてのすずめは石である。	All birds are sparrows. All birds are stones.	All sparrows are stones.	neutral	AAA	syllogism	incongruent	yes	no
265	341	すべてのすずめは鳥である。すべての石は鳥である。	すべてのすずめは石である。	All sparrows are birds. All stones are birds.	All sparrows are stones.	neutral	AAA	syllogism	incongruent	yes	no
266	342	すべての鳥はすずめである。すべての石は鳥である。	すべてのすずめは石である。	All birds are sparrows. All stones are birds.	All sparrows are stones.	neutral	AAA	syllogism	incongruent	yes	no
267	343	すべての馬は生徒である。すべての馬は人間である。	すべての学生は人間である。	All horses are students. All horses are humans.	All students are humans.	neutral	AAA	syllogism	incongruent	yes	no
268	344	すべての学生は馬である。すべての人間は馬である。	すべての学生は人間である。	All students are horses. All humans are horses.	All students are humans.	neutral	AAA	syllogism	incongruent	yes	no
269	345	すべての馬は生徒である。すべての人間は馬である。	すべての学生は人間である。	All horses are students. All humans are horses.	All students are humans.	neutral	AAA	syllogism	incongruent	yes	no
270	346	すべてのロボットは人間である。ある機械はロボットでない。	ある機械は人間でない。	All robots are humans. Some machines are not robots.	Some machines are not humans.	neutral	AOO	syllogism	incongruent	yes	yes
271	347	すべての人間はロボットである。あるロボットは機械でない。	ある機械は人間でない。	All humans are robots. Some robots are not machines.	Some machines are not humans.	neutral	AOO	syllogism	incongruent	yes	yes
272	348	すべてのロボットは人間である。あるロボットは機械でない。	ある機械は人間でない。	All robots are humans. Some robots are not machines.	Some machines are not humans.	neutral	AOO	syllogism	incongruent	yes	yes
273	349	すべての爬虫類はワニである。すべての爬虫類は人間である。	すべてのワニは人間である。	All reptiles are crocodiles. All reptiles are humans.	All crocodiles are humans.	neutral	AAA	syllogism	incongruent	yes	no
274	350	すべてのワニは爬虫類である。すべての人間は爬虫類である。	すべてのワニは人間である。	All crocodiles are reptiles. All humans are reptiles.	All crocodiles are humans.	neutral	AAA	syllogism	incongruent	yes	no
275	351	すべての爬虫類はワニである。すべての人間は爬虫類である。	すべてのワニは人間である。	All reptiles are crocodiles. All humans are reptiles.	All crocodiles are humans.	neutral	AAA	syllogism	incongruent	yes	no
